"Worm Data","Position (um) of Centroid"
"Sequence","VID00195.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y","4 x","4 y","5 x","5 y","6 x","6 y"
17,0.64000000000000001,6321.2466039180945,8017.5801417394377,9716.7749760521419,4696.9847522277214,5081.4283643516483,4782.9221857243083,8804.6411292619359,3132.8982654906276,12866.834310372207,3100.5645798190681,2225.019719446112,486.33314185510426
18,0.68000000000000005,6322.0967082470897,8017.7830294020314,9721.119715853134,4691.2576915390482,5079.604139809634,4783.637077348385,8799.0873729533596,3134.6977193533494,12871.538446226083,3097.6998707732373,2225.8129856610767,487.39335690565713
19,0.71999999999999997,6329.0433164668957,7986.3514777890377,9725.4629542678613,4683.1216194862109,5058.6747936163483,4784.5285818180319,8774.0112822233659,3142.5740072504541,12895.84720348958,3089.5377331333411,2226.1768297700896,481.89825018039664
20,0.76000000000000001,6329.1922090004464,7986.3655494968243,9729.1376392860784,4676.0299673081809,5058.4409042929292,4784.9368797991565,8781.8221806273596,3141.1123470282973,12904.563449342337,3087.1391457242562,2228.2200988102659,480.52866184782033
21,0.80000000000000004,6338.8113552339355,7964.5224972034157,9733.0527804115391,4669.9386114201934,5051.3629298214828,4786.5642055475255,8782.6330860746057,3138.1808270062329,12918.168942872855,3084.7940772281499,2228.3208278304533,468.27865601554731
22,0.83999999999999997,6338.5166588418097,7964.5536501041197,9738.7703543433454,4661.7844557373819,5043.1961903196479,4789.7122467801883,8778.7812956158468,3143.5006366234602,12917.300165459365,3084.6294322133053,2229.5342117398454,460.76535649124344
23,0.88,6335.5967549537472,7964.7963106616062,9742.8709929035631,4655.2451776042253,5031.0271670803031,4795.1353296583238,8781.8022266108728,3143.4758694864968,12930.808583455078,3082.600879669586,2231.6664149615835,456.15062515888167
24,0.92000000000000004,6327.7016836344865,7965.8592897781209,9754.5537133678135,4624.9807766194435,4988.5898780704829,4824.977542899911,8768.3225839540428,3146.9168900615523,12939.818392010338,3082.3002280986439,2230.6686174708752,461.7252173523284
25,0.95999999999999996,6327.0859051467114,7963.1007099869348,9756.7145558116536,4625.1217262497303,4979.5184781916487,4834.234173398183,8761.9938706468838,3148.0993487711639,12951.731496044509,3081.3523470086002,2231.1436202648761,469.97709078226399
26,1,6324.6891252189016,7955.5734310672742,9760.949532477207,4614.701026617764,4974.8430672510176,4841.5110611804357,8762.2076102074079,3148.5395859786413,12947.912939343485,3081.7275681343635,2231.7417636026371,469.05195107054169
27,1.04,6324.443147306336,7955.8767316409012,9762.3719951162366,4608.8928077107421,4970.5085845464682,4847.0381218640896,8755.4044195780461,3150.533114184027,12954.510161699111,3081.4851735900411,2231.7340550810522,468.23141594031404
28,1.0800000000000001,6322.6136596928172,7943.3349951858963,9766.0717558151446,4589.0004516127274,4963.4940213258842,4861.5997948564836,8751.4580727368666,3152.6560642063459,12961.122331185128,3081.2575900422753,2229.8998760843911,443.56864433753435
29,1.1200000000000001,6321.8949322880371,7934.5420111901503,9766.6089968833057,4580.7642783501369,4959.5213580143227,4869.9861738829068,8744.6833296544555,3153.3869624580084,12972.450616806978,3083.0189563080903,2234.5789365041865,444.96781836304399
30,1.1599999999999999,6322.2333856563364,7932.2246641606907,9766.0145898297578,4575.2276037567217,4955.285616110702,4875.4602243613954,8742.7938193571881,3155.7467298920046,12982.857494824253,3083.868328510137,2234.8926212189645,445.06629537293338
31,1.2,6319.6663229832475,7923.9720296397245,9765.6551572779135,4579.5307962697907,4943.4461885230312,4893.1954944980698,8742.4568182719104,3151.283363880746,12985.573580218916,3084.3499269859185,2235.2205421962585,445.16960817268591
32,1.24,6319.417832636288,7923.0974021844258,9765.0791363153949,4552.1433026982368,4943.0005954273456,4899.0833698474935,8730.9306921647039,3156.3147662195815,12996.732276752804,3084.6640848542374,2247.6877325261767,433.73930458984432
33,1.28,6315.6378068742997,7913.5007349027401,9762.3737864099203,4551.5182959605254,4930.0666380261564,4920.9336591315869,8726.683379696442,3158.7168442357151,13002.01749720843,3085.2126260890373,2247.3174169742715,433.11639877232665
34,1.3200000000000001,6314.8361379997323,7898.9400838497313,9756.904342710639,4535.7558991097767,4927.8810579181809,4926.0360162149082,8717.7099930085442,3159.7538033212195,13032.807958584035,3090.157491713554,2248.5422704564439,437.08972504581652
35,1.3600000000000001,6319.5298838326089,7912.383109769924,9759.1301306452497,4545.3050041553861,4926.9807957434623,4931.0181642836069,8717.264127586137,3159.1711580351821,13033.953516075453,3090.2758810278619,2240.5677799963778,454.84086283577381
36,1.4000000000000001,6307.0091313796866,7886.8029555406411,9754.5736506673456,4531.5817633413853,4912.7236461476778,4948.4280947814214,8707.5848033834263,3160.3965628782298,13040.846495615331,3091.4858002622941,2246.3877027917283,436.24970772650158
37,1.4399999999999999,6314.4778764460061,7898.9796864100717,9754.8196793888437,4535.2936847086276,4912.3657107335221,4950.9270249806123,8698.5852053522267,3160.0835592620215,13037.924991508196,3090.0023654838806,2246.305974411418,436.22225095222166
38,1.48,6297.574621619533,7875.7269245574462,9747.2390582002281,4517.2397116276234,4900.2116128901152,4963.420514857673,8679.4013448230344,3158.4286091018312,13024.441273646195,3088.5337148687877,2244.3369863584194,435.52845461790457
39,1.52,6287.2980795885969,7865.8050201357219,9744.7130474703445,4517.2866974852141,4899.2467430952438,4964.9449722496711,8671.9287741545486,3156.4783095651264,13046.877957301049,3089.7890773294384,2254.3455733009478,418.70050240988348
40,1.5600000000000001,6287.2129969606085,7865.8934567613069,9733.6015534184044,4499.3220310586939,4894.9196741446631,4969.4484929366499,8674.3723773696838,3157.4139981704648,13039.736826610226,3090.966956386178,2244.7809724577551,435.58115532061311
41,1.6000000000000001,6286.4811549527976,7866.7524809213191,9733.4597322255577,4503.1349608362952,4883.1036932206089,4977.1875431432118,8675.2427107597814,3153.1234359520922,13038.641570112157,3089.3571723631849,2245.7158143706379,440.239066626762
42,1.6400000000000001,6286.4358542302616,7866.8049124125764,9723.7429453853638,4489.1108136314479,4883.5951988227653,4977.4584766241951,8669.098623321428,3156.2771839886909,13064.537143539479,3091.0697334245606,2236.9211775355579,477.88030483454168
43,1.6799999999999999,6286.4467722393993,7866.8541169584923,9726.6125829995144,4492.455384822274,4865.66437647563,4983.6970013580276,8668.4240327314765,3157.1070752566666,13070.651981662711,3090.5619459026102,2231.3627483480132,510.37817577600435
44,1.72,6195.8375924335969,7858.8337758960552,9726.6408062091486,4490.7032372566455,4860.1201753936084,4984.9464067646895,8667.1337054955529,3157.2074664875054,13059.304600238553,3089.6579032965301,2232.5560879647428,510.07372383254369
45,1.76,6195.8931890292397,7858.9274033187721,9725.5951769153526,4490.340479896744,4846.7474720823802,4988.375158416532,8659.5112767811315,3155.7048969087527,13075.587948145439,3087.5477716325431,2233.3674748609369,516.03068822606656
46,1.8,6309.6108643671942,7888.114667451835,9726.0104045179341,4488.9280642250615,4841.4991076429869,4991.1518353072115,8658.6001954814255,3155.2954189181655,13075.667930474239,3086.0400186146353,2232.5519592743863,518.05647715978557
47,1.8400000000000001,6184.0605086655351,7866.4961760589358,9739.6815001846917,4509.9282226944761,4823.5551192353751,4990.8668768065727,8655.1348660440817,3155.1483040728463,13078.250742279222,3084.6217712807575,2233.7557251501494,525.62020218093676
48,1.8800000000000001,6182.2167401684237,7867.7427477816445,9737.7643805204498,4506.1706154138446,4815.8949669223684,4989.8627718692323,8652.8488194408073,3154.7427403078627,13081.623070814296,3084.1468056522745,2236.995350538105,531.02258868584977
49,1.9199999999999999,6195.1235034736019,7861.076313942398,9735.2609589225467,4500.9032929570103,4811.0027762822474,4988.2611492135202,8651.4430602054108,3153.906849865758,13081.064325582047,3083.6758139452195,2237.609215136908,532.83549334410782
50,1.96,6301.5828466695975,7873.747975719185,9732.1407495408148,4498.2422705132558,4806.5657885290511,4987.1076881331601,8649.0477577984966,3153.709640809132,13080.405887589397,3083.379146258103,2238.7735401438331,533.73173699041763
51,2,6301.5300627994893,7873.8160318680484,9730.3809506795424,4498.5520369952555,4799.8584353518117,4983.7562415223765,8650.8213849043259,3147.3430057304695,13084.033414067146,3082.0584855220141,2240.577107033926,538.85619235282138
52,2.04,6310.7596241531637,7885.2865462789705,9732.4753412618029,4503.5526712787969,4787.4726022320265,4977.468320661138,8643.3024724951301,3151.8375509178441,13067.805409111015,3085.13476451939,2240.8085649176851,544.91366351572105
53,2.0800000000000001,6185.2063480603874,7867.2840100155827,9724.6899137788914,4492.6328663441027,4780.6204384738685,4976.3163050669373,8663.8593574643655,3157.4432728389456,13085.227330279014,3081.3185699187898,2245.2899897846428,553.42104288850715
54,2.1200000000000001,6197.3991319331126,7859.4772065452598,9721.6170567884092,4491.4498016653206,4771.7577147244401,4970.423677195402,8649.1355943926064,3153.5498813742042,13068.867974542962,3083.9030491441454,2242.5631159915392,550.67625174041859
55,2.1600000000000001,6197.8861704353576,7860.0539875041923,9717.1382003559338,4489.2907114491036,4771.2619043465511,4969.764659696647,8640.0578841692495,3151.6111569437135,13069.192035539654,3083.4800489827785,2249.6527006059114,560.71068038354679
56,2.2000000000000002,6165.1925810264702,7887.7587577829454,9710.1264373556223,4481.9167212144748,4760.8775027993761,4963.5673455183878,8631.0371070078982,3146.8691094662918,13084.714140361488,3080.7079196904078,2252.4034714009631,564.81688694793957
57,2.2400000000000002,6301.2519802357137,7872.6307363536871,9713.5469370689243,4491.088865967492,4769.3836981594841,4964.8675440108191,8628.9124585716363,3146.943699443229,13083.725051406058,3080.3228051607075,2253.8222764968555,561.5460853363893
58,2.2800000000000002,6177.1819013285594,7882.8618641152279,9697.4711452919273,4471.4655855172832,4764.156148385332,4962.3567124094179,8625.9577022774774,3145.1123406496745,13088.604504148025,3079.7835836489821,2238.0403045907324,556.31324333218618
59,2.3199999999999998,6304.050666617245,7869.8667465061444,9690.6883121456285,4463.3315473031462,4764.287804061697,4962.1669345853807,8626.5746760556376,3146.073631032591,13086.984450174863,3079.0207782568623,2239.8536988630094,555.10274065140584
60,2.3599999999999999,6312.7974355512997,7881.2013326812212,9684.6630519440751,4455.985896194833,4761.8236051895092,4960.3645962792662,8626.0292452600552,3145.3533920673253,13068.270988451904,3082.6431937884927,2267.293959506771,579.21278473497841
61,2.3999999999999999,6311.3505156867614,7882.339882472832,9704.6145400954665,4488.669986853406,4761.9795054892811,4958.4200458043088,8627.9657624962565,3141.1576842917484,13086.394443900732,3077.0353390023574,2267.4012379526525,579.07393963148206
62,2.4399999999999999,6319.1116085638159,7894.4444794833298,9696.3354673942722,4479.2560714288038,4765.830012252025,4960.950854036174,8622.7552060469825,3143.5804826740432,13089.763182044684,3074.0601935490567,2267.5205071857508,578.91936834586704
63,2.48,6329.5090887839897,7920.9247302396952,9694.4894550535028,4476.0289113867811,4767.47154943227,4960.5298512034769,8621.3734332521108,3143.9992110553776,13096.315248208732,3070.9644440246711,2267.6323058319053,578.77385917677566
64,2.52,6329.4760067823299,7920.933926016156,9673.666451633113,4448.0248944772584,4769.7159411076782,4960.2210235260873,8612.6733203904896,3140.1568782157719,13101.209658581112,3067.270393288436,2255.1249021619005,562.66648459749194
65,2.5600000000000001,6330.9627269009989,7935.1639649198351,9675.9941734665226,4449.9057067392432,4758.4954832728899,4953.4191071382675,8611.2931131426831,3138.6466704949116,13089.795503710813,3072.6598318493152,2286.4032739292952,587.30291413802843
66,2.6000000000000001,6330.9451145217545,7935.1670561230039,9667.2456594016257,4436.2040470625643,4756.9850238161034,4950.4278621934782,8610.1551136464295,3136.937463766968,13094.303402444744,3067.9658323864332,2305.1837693067532,593.12715075084816
67,2.6400000000000001,6330.054043068616,7935.3090781909132,9667.1179263027825,4439.5648098083284,4754.5482348316154,4949.4391738235627,8604.557592406496,3133.7609195715449,13094.17161679886,3067.9192858933229,2305.9624326417215,591.74318555922582
68,2.6800000000000002,6332.0916434297469,7949.396362488581,9666.3964924385655,4436.4840969247552,4758.6201478479716,4951.2702309748238,8605.1325483569726,3133.7337008257055,13094.707461457201,3067.3006335434866,2323.7247964348785,600.52644276035062
69,2.7200000000000002,6331.7984481140329,7949.4365901980545,9664.7823928047728,4435.6880445821034,4753.0809331891824,4945.7774386272313,8598.7158468562084,3128.9874139062786,13098.545322179945,3061.7956329513727,2341.4834184631427,609.28483034343481
70,2.7600000000000002,6331.7922156548912,7949.4374915878552,9657.9626616887181,4425.443040638188,4753.6228492162209,4946.9867709506607,8600.1495010838062,3130.1379743499274,13115.005699116882,3049.3365520450334,2341.5659473008359,609.18517365867046
71,2.8000000000000003,6331.7010670443642,7949.4510000273076,9650.2442154698092,4405.0395136600764,4747.9429886783855,4939.3761114403724,8600.3490715418629,3129.9044137780447,13106.533044906409,3054.5108678355946,2353.0179238743408,624.64063982372681
72,2.8399999999999999,6331.5903161979959,7949.4657303147596,9650.0490776432162,4403.0117805106856,4745.8760096359692,4937.8162979868603,8592.7523261047991,3124.0122107930138,13121.356965884937,3040.3748402863184,2356.7960435468249,627.82908545864666
73,2.8799999999999999,6325.2426533380985,7959.4672635758343,9648.0261892609924,4394.7121952819689,4743.2666288193286,4936.7013781828382,8590.0469397920369,3121.0980305237799,13109.495887650906,3049.1437998478568,2359.1536003668648,629.84484674770283
74,2.9199999999999999,6324.2397845790283,7960.5292956821122,9646.7754064657056,4386.7275295056716,4737.9095016992151,4932.8226471176449,8586.1195645111893,3118.0810704726036,13113.839607206854,3044.6694893642753,2365.6626713861451,634.03730612090476
75,2.96,6323.3276981932131,7960.3032115927872,9646.1460405440812,4388.4986062767484,4712.081699658268,4920.2600902216436,8588.3957582944859,3119.4066035017731,13115.832221953886,3042.2691247399889,2376.1701408899057,641.60482512345516
76,3,6324.0070329957634,7969.8993684990382,9645.8223824661327,4365.8691460513546,4675.3948068053714,4903.1027372070712,8583.8692007295467,3115.0402367555216,13131.794133478401,3020.6155925632302,2390.3540865022096,650.25365158239038
77,3.04,6326.7497405539816,7961.8021811646449,9646.0200042201377,4356.6790175462638,4665.1347421573792,4899.7632105221246,8585.0451460676541,3115.5238176029652,13134.398294741854,3013.1397999109449,2395.9866086781881,653.07343885110276
78,3.0800000000000001,6326.2779549255301,7952.9862507316811,9646.0617218810075,4352.2413545933559,4666.1996872169075,4900.4634617081001,8584.0234393593437,3114.8355887657299,13135.245853262204,3008.2679460250574,2399.3301074879273,656.74004700102887
79,3.1200000000000001,6325.0999765425122,7940.1373607493842,9646.1564082693094,4351.214942776558,4659.4977876082758,4899.5187548222702,8579.6035016807127,3108.9192613623063,13136.297133424514,3003.8136018171763,2406.0603853414127,661.63155718372582
80,3.1600000000000001,6323.3501366088112,7929.4716095720978,9649.6084562939686,4332.7266151059812,4656.2517852536812,4899.4361576309802,8579.2249892686777,3108.4697786867782,13136.538310227294,2998.7945534425671,2412.2850237541256,666.08330941958411
81,3.2000000000000002,6317.57763610036,7904.6270153216065,9648.9237167571082,4340.8246907266966,4658.2786935493123,4900.9520852384067,8569.2199871284902,3089.8052730065901,13139.481655711037,2988.4850115637837,2424.2284481034894,675.30372823723883
82,3.2400000000000002,6308.4138833741181,7888.7222898377968,9649.225249341549,4338.0084869116699,4652.6983805138407,4901.1270526905046,8572.5196322967095,3096.681892841736,13141.761703747332,2982.3170402156411,2430.251806297952,680.90028686091136
83,3.2800000000000002,6298.6675984185413,7878.0544310837849,9653.1802394906717,4321.123071502745,4645.9162404617682,4900.684514381348,8573.779195440271,3097.0133251320503,13142.720444995583,2978.7995022295991,2439.6991075937681,685.27227131638756
84,3.3200000000000003,6287.0883461227604,7868.6521660060325,9655.0775237538619,4318.3617716310655,4644.2838445382849,4899.6866777849727,8570.0020264970553,3092.0005891978044,13141.62731501011,2978.3073469709007,2440.1275745087628,687.19216829048673
85,3.3599999999999999,6281.904181205231,7864.6577212221455,9658.0030943621841,4310.8169736469226,4641.3179896789416,4902.5320598959006,8568.1685067537655,3084.9314980515692,13145.062593722716,2965.0123306461182,2462.8357974524915,697.07303830371711
86,3.3999999999999999,6282.3787101248608,7863.183345650903,9659.2137068472639,4306.8081467943284,4642.1590654941001,4902.7992308050498,8566.0265049523587,3082.1515699567553,13140.257429467958,2976.6463886121828,2460.2533657466856,695.31415863188158
87,3.4399999999999999,6263.487752514262,7855.9804300611231,9660.3524481202639,4307.6445170253555,4634.4490263271109,4901.8484797577139,8565.4960277094124,3080.5693334681573,13141.83206925416,2973.0111919551564,2468.5731746680945,696.6338285519123
88,3.48,6259.3367317181273,7854.3836200210826,9665.0031276244554,4293.5423671016179,4642.7272643407132,4903.1538607705361,8563.7697866944709,3074.8283160692099,13147.474479310249,2950.5090732031595,2477.4804506139076,698.64417599763146
89,3.52,6245.3953110685879,7853.0587195738572,9679.4532039198912,4264.3084836558855,4640.9454624084447,4904.647287212103,8562.7690986676716,3072.6425332099298,13143.306436221656,2960.7726692539945,2487.6078935711594,699.36922019638405
90,3.5600000000000001,6234.6649630954789,7855.0861334071469,9685.8521967160741,4252.5697150800952,4637.2244792907441,4904.8581131498304,8559.016238953398,3064.8796074879874,13147.565230565691,2939.253674399497,2488.8544979798216,699.49737554129752
91,3.6000000000000001,6224.5923069076043,7856.9785620666244,9686.6592170464646,4251.494392897017,4624.9151051883664,4903.3816804910075,8559.3037410384404,3064.76915663817,13147.104361249947,2938.4856089799287,2514.5587284251715,700.2364091433883
92,3.6400000000000001,6214.7282209451241,7858.9463791415692,9688.0531614902811,4248.5954452101396,4625.0539228949938,4900.2603632389191,8556.5270173153967,3059.4224867272642,13146.914589827544,2929.8082669311971,2515.3236165293783,698.73818259073778
93,3.6800000000000002,6202.8470378157499,7864.8165556547019,9692.7306493015512,4241.0269427712565,4623.4570759358876,4907.2833483681579,8554.7763944850067,3055.6429109341789,13146.613290545851,2927.5140583065486,2529.4781510337161,696.54536484269374
94,3.7200000000000002,6194.5085381391964,7869.4172645449635,9693.8415135268006,4239.2071125043794,4624.0402943225954,4907.2776293871475,8552.7733112238875,3048.4839341044735,13145.736998119781,2921.8271430095228,2527.2835414403025,694.99303749811043
95,3.7600000000000002,6180.5321806901356,7885.1035266465587,9697.5228154334563,4229.9194348609963,4605.219116700232,4908.4838233232604,8551.1307542482591,3044.5532522736667,13146.044975071522,2912.9049445209685,2550.1977572486417,687.49496193165942
96,3.8000000000000003,6175.0153848091941,7892.8168584016421,9704.4248580821641,4210.9059481616705,4604.6791223721439,4909.559416499681,8550.795058399437,3043.677338580067,13144.849067448349,2905.0141544478802,2548.5082945121349,686.12728796410374
97,3.8399999999999999,6169.5916272451386,7904.6472471488851,9701.6806866231582,4219.689318748623,4600.9853817263602,4908.7808390726595,8548.4296290483526,3036.8293837316514,13144.858393420265,2904.6895829180066,2563.2212114341987,678.25568879145976
98,3.8799999999999999,6163.7667540887096,7916.2356181940067,9706.8479298109451,4198.89050992581,4592.6695553187283,4909.1963684956263,8548.1342457606188,3035.4297980891342,13143.428371205026,2917.5920553785318,2564.6688478909186,675.91374696840467
99,3.9199999999999999,6158.2532943595843,7928.6134969085706,9705.7267027334346,4206.9890412470186,4583.3083961471457,4910.4784166497639,8546.1823027457376,3031.5308625707039,13143.81350843262,2902.432144983859,2578.7420011784925,669.44569642286297
100,3.96,6153.3476023383337,7945.8300335093936,9708.6709165843986,4185.1878554847581,4578.7341906547426,4914.2765949568902,8544.8032193327945,3027.1557108737679,13143.506748577487,2901.2700055975956,2593.372118481519,658.983407551661
101,4,6152.111488900272,7951.7131210302614,9708.6960887904133,4177.4479213941704,4575.6992164823241,4914.5969417098177,8540.1689803164481,3006.589798446772,13144.160351896433,2879.7710555453032,2597.3877310025132,655.35111326701553
102,4.04,6152.1570719019874,7961.0354966292289,9708.7182484839523,4170.2537537364506,4575.2763771035097,4916.4304810157291,8542.9847078978273,3023.4091797849778,13143.165286767708,2872.5393881076398,2606.5183550356974,648.16648262044509
103,4.0800000000000001,6150.9969512756543,7973.282810438749,9708.4353089227188,4178.8964034349046,4570.6157292239404,4917.2294363457522,8542.5555354384887,3021.2621606076709,13141.719432698652,2867.1096687792115,2618.8829036511797,640.16128555832802
104,4.1200000000000001,6148.0640506316195,7990.0697699593429,9708.0483666801356,4167.0991572858911,4560.4973275200646,4917.7952445930441,8539.8289842833583,3012.1635631782419,13140.531447131327,2861.4655940355178,2638.2033031342435,626.99667280301583
105,4.1600000000000001,6146.0706391107578,8000.9608437225615,9706.5769255117229,4159.9957375287649,4560.1776703486448,4918.9796682738588,8537.3956434178926,3007.4552367463884,13140.356701801336,2857.4648992565017,2643.137936135839,623.92705895949257
106,4.2000000000000002,6145.5762228993381,8006.3923851266845,9704.9763736329114,4143.2437173966555,4551.2349807283717,4918.8594274440657,8537.6825763509514,3003.8824806477342,13140.499911421864,2847.114302408605,2655.7540986044319,618.63734141934583
107,4.2400000000000002,6142.0863780470772,8018.3393500002967,9701.8149059915886,4137.1224298261004,4549.4063300969838,4919.0407684380471,8535.7929470954768,3002.0298853761196,13140.832701365181,2847.534721410866,2668.9467457145056,612.06401668390572
108,4.2800000000000002,6140.606158737407,8028.2386945837752,9702.1347331023317,4140.6605179963344,4545.2491496539651,4918.8268768679673,8536.6684061965789,3003.2143058182055,13141.249019457744,2842.6388212335723,2672.7673882249792,609.26757222737615
109,4.3200000000000003,6133.746543123636,8044.7951662607111,9694.0920314672931,4117.7957006251036,4532.2422565939496,4916.7419954210081,8535.2650521902706,2997.2619521753568,13141.068470279277,2837.7204521768235,2696.0516026246037,601.82130767437047
110,4.3600000000000003,6129.0742996462959,8053.9313848339389,9686.923759960202,4107.1070292973591,4532.1547353595433,4917.6776534091487,8534.5738493803437,2996.4373313657015,13142.159899310886,2832.5567838579655,2707.813997537261,600.62158880614879
111,4.4000000000000004,6125.6925620698203,8059.5639924981615,9690.2722894416675,4118.4520379517026,4515.4045847925554,4912.2273404124808,8538.4175401028733,2995.7795179805089,13142.109891954311,2832.4577131198066,2714.1764570279556,598.58050002257005
112,4.4400000000000004,6120.1811284806781,8068.5112302212447,9687.7260216001159,4112.9607163754617,4523.0375900319195,4916.0055664641186,8533.8275451724603,2996.799663575167,13141.444217790979,2831.0316782474783,2725.8365956281255,597.95929993625396
113,4.4800000000000004,6115.1331839336472,8072.8801616644396,9685.5048896628014,4111.9816339584168,4521.9680388841407,4914.8467450323533,8533.2168019650999,2992.0362197835993,13142.768243080782,2827.8159976811703,2734.684389199489,598.13110876597784
114,4.5200000000000005,6113.1457929586086,8076.2162489176299,9689.0321984042694,4127.9914436896597,4513.9534025960029,4914.1707303023395,8530.7327316142728,2983.5736588505042,13142.930759820063,2819.983900932828,2756.526114380742,599.45628147472962
115,4.5600000000000005,6115.0921009859994,8073.5137537018136,9681.5714943481507,4113.993129154147,4515.6801739837347,4914.6054297152505,8528.943723162025,2980.2152245294783,13143.731602799129,2817.4524434756477,2769.8873615076241,602.0087592292748
116,4.6000000000000005,6111.0447083840763,8077.7664293191274,9680.7393405091407,4117.8928776909688,4514.149291569629,4913.2725983580931,8529.1798796207222,2979.413058524694,13145.790564819761,2810.9126736898879,2783.1146870876778,604.5553109284283
117,4.6399999999999997,6111.2977691546375,8077.4747097983782,9681.6496502168811,4120.192925429521,4516.0335467989016,4912.747395276816,8528.4781440384741,2977.2310243037309,13146.668789851943,2809.4137383347797,2789.401003706495,607.45807976202741
118,4.6799999999999997,6107.9846815411192,8080.9582571196725,9663.7072870698939,4098.272280403191,4513.3061997405002,4910.0242867873385,8529.3213415357641,2976.5784646153779,13143.735494931992,2817.0025981191466,2800.2839514997354,614.2336870490235
119,4.7199999999999998,6108.8953016375026,8080.6569186224206,9659.4779110119798,4093.8958578537431,4517.064329522902,4911.6469783641523,8530.1740686590711,2976.8266385729685,13145.345951025989,2811.457120591389,2814.1303669139452,624.60319223294027
120,4.7599999999999998,6106.8781921757372,8082.5283029330003,9657.1858682969942,4090.9615814122408,4514.2021171915067,4912.1324528111672,8528.933711743186,2973.1523292872926,13151.941353484792,2795.7439234155881,2824.9125568177915,633.38479771542734
