id,track,speed,experiment
LD_N2_BL21,1,140.8212315020913,1
LD_N2_BL21,1,151.75237308672848,1
LD_N2_BL21,1,143.70057057951212,1
LD_N2_BL21,1,124.61314414499164,1
LD_N2_BL21,1,153.55971500433796,1
LD_N2_BL21,1,117.97485966866434,1
LD_N2_BL21,1,44.65362666329916,1
LD_N2_BL21,1,109.72925547253752,1
LD_N2_BL21,1,109.88565092475119,1
LD_N2_BL21,1,67.91298848670499,1
LD_N2_BL21,1,94.48926895593124,1
LD_N2_BL21,2,154.53563002035818,1
LD_N2_BL21,2,159.24001796246694,1
LD_N2_BL21,2,192.06950728230044,1
LD_N2_BL21,2,161.29770406374945,1
LD_N2_BL21,2,184.8527838283511,1
LD_N2_BL21,2,112.03217218408054,1
LD_N2_BL21,2,94.27907908417917,1
LD_N2_BL21,2,142.27477549356107,1
LD_N2_BL21,2,148.27946411962333,1
LD_N2_BL21,2,145.70181720785578,1
LD_N2_BL21,2,193.60888071698025,1
LD_N2_BL21,3,188.7300298968084,1
LD_N2_BL21,3,215.55522064232687,1
LD_N2_BL21,3,212.65555775145157,1
LD_N2_BL21,3,198.33402548950522,1
LD_N2_BL21,3,212.42782615773336,1
LD_N2_BL21,3,142.77875814994007,1
LD_N2_BL21,3,128.6750949297116,1
LD_N2_BL21,4,146.35937209441857,1
LD_N2_BL21,4,135.88994185773703,1
LD_N2_BL21,4,96.65314610159571,1
LD_N2_BL21,4,171.69086176490885,1
LD_N2_BL21,4,134.50047059565387,1
LD_N2_BL21,4,124.31687161906662,1
LD_N2_BL21,4,86.1203577750964,1
LD_N2_BL21,4,107.3547392113575,1
LD_N2_BL21,4,93.50684645660404,1
LD_N2_BL21,4,134.91536770353173,1
LD_N2_BL21,4,133.79229693819042,1
LD_N2_BL21,6,184.8359863913863,1
LD_N2_BL21,6,164.47887406211495,1
LD_N2_BL21,6,140.7549880347399,1
LD_N2_BL21,6,94.4933283685148,1
LD_N2_BL21,7,146.7512615769086,1
LD_N2_BL21,7,60.398575010173786,1
LD_N2_BL21,7,57.36911239992908,1
LD_N2_BL21,7,77.23329817070115,1
LD_N2_BL21,7,119.65592251892795,1
LD_N2_BL21,7,65.80355180678765,1
LD_N2_BL21,8,107.81145776750193,1
LD_N2_BL21,8,154.31817208505765,1
LD_N2_BL21,8,79.5078759578029,1
LD_N2_BL21,8,96.18068170286104,1
LD_N2_BL21,8,136.34037536740627,1
LD_N2_BL21,8,157.33029782248812,1
LD_N2_BL21,8,175.36310576012986,1
LD_N2_BL21,8,140.97502958194016,1
LD_N2_BL21,8,121.92819696036523,1
LD_N2_BL21,8,71.13943321545142,1
LD_N2_BL21,8,105.32981955805467,1
LD_N2_BL21,9,147.78212462510916,1
LD_N2_BL21,10,119.80105432988334,1
LD_N2_BL21,11,249.7150126932851,1
LD_N2_BL21,11,229.0939721628466,1
LD_N2_BL21,11,128.50035822108254,1
LD_N2_BL21,11,87.77323384575618,1
LD_N2_BL21,11,109.94905218829115,1
LD_N2_BL21,11,138.73860482042545,1
LD_N2_BL21,11,85.32530728743811,1
LD_N2_BL21,11,113.28198628474324,1
LD_N2_BL21,11,115.2811205806549,1
LD_N2_BL21,11,114.10418733514518,1
LD_N2_BL21,11,114.84716669039851,1
LD_N2_BL21,12,234.39917262513237,1
LD_N2_BL21,12,270.97038184788806,1
LD_N2_BL21,12,284.67910060992256,1
LD_N2_BL21,13,127.97078935350464,1
LD_N2_BL21,13,149.0487937859801,1
LD_N2_BL21,13,155.89839621017123,1
LD_N2_BL21,13,145.4476589883934,1
LD_N2_BL21,13,144.50856219093959,1
LD_N2_BL21,14,180.04096616643145,1
LD_N2_BL21,14,272.11695688266155,1
LD_N2_BL21,17,118.06915703763988,1
LD_N2_BL21,17,67.46765284063756,1
LD_N2_BL21,17,98.33665741535611,1
LD_N2_BL21,17,43.20466084117865,1
LD_N2_BL21,17,57.58585581725632,1
LD_N2_BL21,17,96.54589518227945,1
LD_N2_BL21,17,71.8729884066702,1
LD_N2_BL21,17,79.67540968396892,1
LD_N2_BL21,17,84.0769947887027,1
LD_N2_BL21,17,76.78975807955982,1
LD_N2_BL21,17,131.30736208310972,1
LD_N2_BL21,18,149.09813259419138,1
LD_N2_BL21,18,148.1513367099538,1
LD_N2_BL21,18,162.89216221139856,1
LD_N2_BL21,18,150.96604234711918,1
LD_N2_BL21,18,166.57595172928117,1
LD_N2_BL21,18,88.94564520777014,1
LD_N2_BL21,18,156.99473932804375,1
LD_N2_BL21,18,141.98764761220204,1
LD_N2_BL21,18,154.94938887440458,1
LD_N2_BL21,18,159.05980407156036,1
LD_N2_BL21,18,164.72229207956724,1
LD_N2_NGM,1,327.7565397632281,1
LD_N2_NGM,1,360.5211100952812,1
LD_N2_NGM,1,352.26768094897335,1
LD_N2_NGM,1,304.4907175002742,1
LD_N2_NGM,1,348.0885004215041,1
LD_N2_NGM,1,382.9699022315118,1
LD_N2_NGM,2,264.3856305670854,1
LD_N2_NGM,2,238.5025317668053,1
LD_N2_NGM,2,187.74167925297488,1
LD_N2_NGM,2,128.43119342062022,1
LD_N2_NGM,2,199.9698550295852,1
LD_N2_NGM,2,191.85362005438424,1
LD_N2_NGM,2,343.70630456447236,1
LD_N2_NGM,2,147.7345803835797,1
LD_N2_NGM,2,229.2855803750502,1
LD_N2_NGM,2,228.5808203472236,1
LD_N2_NGM,2,161.9600041604076,1
LD_N2_NGM,3,106.34480909486948,1
LD_N2_NGM,3,240.6636209437786,1
LD_N2_NGM,3,214.82250942809824,1
LD_N2_NGM,3,223.52153040091434,1
LD_N2_NGM,3,265.094208195737,1
LD_N2_NGM,3,217.78835618077278,1
LD_N2_NGM,3,236.6708320802924,1
LD_N2_NGM,3,244.0406457024921,1
LD_N2_NGM,3,255.123810786376,1
LD_N2_NGM,3,241.04573396282598,1
LD_N2_NGM,3,183.24210888014733,1
LD_N2_NGM,4,214.64559511603338,1
LD_N2_NGM,4,167.45574566497322,1
LD_N2_NGM,4,203.48213831475528,1
LD_N2_NGM,4,279.38321582883736,1
LD_N2_NGM,5,342.8436893566835,1
LD_N2_NGM,5,203.14224556936716,1
LD_N2_NGM,5,227.88307462329584,1
LD_N2_NGM,5,246.3705969915195,1
LD_N2_NGM,5,306.8452282641846,1
LD_N2_NGM,5,244.9132434209675,1
LD_N2_NGM,5,259.119652539016,1
LD_N2_NGM,5,273.14829990059184,1
LD_N2_NGM,5,257.20293522739723,1
LD_N2_NGM,5,314.14717723231195,1
LD_N2_NGM,5,266.9085415565956,1
LD_N2_NGM,6,207.5789338471292,1
LD_N2_NGM,6,242.15416303867852,1
LD_N2_NGM,6,218.31175563667415,1
LD_N2_NGM,7,176.25148739808037,1
LD_N2_NGM,7,200.83511521037647,1
LD_N2_NGM,7,203.48732397364444,1
LD_N2_NGM,7,204.44404388092016,1
LD_N2_NGM,7,206.14247906508382,1
LD_N2_NGM,7,202.6374789158077,1
LD_N2_NGM,7,165.14480139280573,1
LD_N2_NGM,8,293.63399722280434,1
LD_N2_NGM,8,294.083309596905,1
LD_N2_NGM,8,232.27499802166676,1
LD_N2_NGM,8,375.32980553464506,1
LD_N2_NGM,8,278.3016427071178,1
LD_N2_NGM,8,274.8732669335533,1
LD_N2_NGM,9,147.3774190685439,1
LD_N2_NGM,9,218.07372010190366,1
LD_N2_NGM,9,323.713622304782,1
LD_N2_NGM,9,228.4023155336149,1
LD_N2_NGM,9,306.7298043498614,1
LD_N2_NGM,9,261.21646112387623,1
LD_N2_NGM,10,192.35947446645292,1
LD_N2_NGM,10,187.19200613551268,1
LD_N2_NGM,10,224.6419144154018,1
LD_N2_NGM,10,172.2150306579308,1
LD_N2_NGM,10,238.56770597933695,1
LD_N2_NGM,10,275.91823218917017,1
LD_N2_NGM,10,254.47433948607824,1
LD_N2_NGM,10,338.37708065134836,1
LD_N2_NGM,10,181.91676073155938,1
LD_N2_NGM,10,292.58310850767873,1
LD_N2_NGM,10,208.9656295471189,1
LD_N2_NGM,11,229.47631079139063,1
LD_N2_NGM,11,181.93944571570452,1
LD_N2_NGM,11,186.77014014608113,1
LD_N2_NGM,11,215.09461845440313,1
LD_N2_NGM,11,94.78183168373306,1
LD_N2_NGM,11,172.90318301640758,1
LD_N2_NGM,11,116.42036660768026,1
LD_N2_NGM,11,103.75636486648159,1
LD_N2_NGM,11,89.71603355272563,1
LD_N2_NGM,11,122.91027136705193,1
LD_N2_NGM,11,101.32776590912091,1
LD_CB_BL21,1,177.898216384824,1
LD_CB_BL21,1,141.91076838889734,1
LD_CB_BL21,1,261.2321968783087,1
LD_CB_BL21,1,127.34589696907076,1
LD_CB_BL21,1,86.29883260781853,1
LD_CB_BL21,1,106.19438281661353,1
LD_CB_BL21,1,81.92192501908286,1
LD_CB_BL21,2,209.42991354376787,1
LD_CB_BL21,2,208.38762634645514,1
LD_CB_BL21,2,243.27878259194534,1
LD_CB_BL21,2,227.7711123920764,1
LD_CB_BL21,2,234.74490356790548,1
LD_CB_BL21,2,244.5334820151464,1
LD_CB_BL21,2,250.1902491873008,1
LD_CB_BL21,2,248.2742158534746,1
LD_CB_BL21,3,244.24108677192498,1
LD_CB_BL21,3,286.7627618349434,1
LD_CB_BL21,3,342.0460300532686,1
LD_CB_BL21,3,212.2460184571813,1
LD_CB_BL21,3,227.3369126779015,1
LD_CB_BL21,3,149.95429433413665,1
LD_CB_BL21,3,216.31081149687725,1
LD_CB_BL21,3,205.87046441475263,1
LD_CB_BL21,3,287.4394620224976,1
LD_CB_BL21,3,164.32031118849574,1
LD_CB_BL21,3,380.5911601070762,1
LD_CB_BL21,4,182.94697003916184,1
LD_CB_BL21,4,146.18652997861025,1
LD_CB_BL21,4,64.63067568724364,1
LD_CB_BL21,4,93.3800927084741,1
LD_CB_BL21,4,141.40322225158042,1
LD_CB_BL21,4,111.34689918454922,1
LD_CB_BL21,4,81.67841543394006,1
LD_CB_BL21,4,206.45101803495146,1
LD_CB_BL21,5,167.36278963409615,1
LD_CB_BL21,5,284.8819951032925,1
LD_CB_BL21,5,86.6620008698882,1
LD_CB_BL21,5,156.1464487538145,1
LD_CB_BL21,5,139.36970858343233,1
LD_CB_BL21,5,98.25156261421266,1
LD_CB_BL21,5,115.24695733965227,1
