"Worm Data","Position (um) of Centroid"
"Sequence","VID00093.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y"
1,0,4965.5504653839389,9455.6725387159695,8711.3997803505772,7745.0268170668351,12043.67953315205,6043.3513952981357
2,0.040000000000000001,4941.7888957096238,9457.9567901210412,8710.7104231317608,7747.5082668139839,12047.30932242885,6043.9238999513373
3,0.080000000000000002,4952.0599949333573,9458.1931388735375,8714.5028497834282,7728.40653056468,12048.679683162763,6045.0021808172041
4,0.12,4926.0808672170388,9463.1111241159106,8711.3099136465717,7740.8829396681867,12047.767061756929,6045.2593479851812
5,0.16,4938.1002547836788,9461.4590889016054,8710.7660392470043,7746.4592564730665,12055.357219301193,6047.2219638044198
6,0.20000000000000001,4928.0286452515866,9464.2531743342333,8710.3264143991346,7747.2034838015115,12073.146879266462,6050.1300567600429
7,0.23999999999999999,4919.627100280828,9467.7028971988602,8713.5815490168989,7733.296739381778,12077.568978586092,6051.4922433176789
8,0.28000000000000003,4914.6491977753067,9470.0346486784001,8710.9065905861826,7745.1773395217242,12084.129972330507,6051.9319982293855
9,0.32000000000000001,4914.2732543093789,9470.7478024461343,8709.6412267016622,7749.5135643818585,12089.174636569687,6053.4664307449548
10,0.35999999999999999,4898.5237952719681,9477.861029259213,8711.7046803676294,7740.520019932942,12093.001960613563,6054.6545361352455
11,0.40000000000000002,4884.0497434809286,9485.3155025056913,8713.8198183544391,7729.5955605412546,12087.97375867178,6054.7364064629164
12,0.44,4897.6580584875646,9479.8133331069967,8710.5118488357348,7746.4029701187574,12090.183130791267,6055.3428221634076
13,0.47999999999999998,4883.1468087635776,9486.8694157911232,8711.4017756354478,7741.8451513022064,12110.195654808382,6055.1845755019713
14,0.52000000000000002,4872.7942445186709,9493.9312049394575,8715.2484082266674,7729.1142701514909,12109.705494347079,6055.8069410847802
15,0.56000000000000005,4858.0471914225554,9501.8089640412873,8711.6583651576275,7747.4899652795966,12117.325988721261,6056.4180801668626
16,0.59999999999999998,4857.240286904108,9502.8287825722655,8711.3623918686462,7745.8498716372469,12118.059024606877,6056.4872911651146
17,0.64000000000000001,4850.1356805917094,9507.2139456037767,8711.5803522072674,7743.7985504285853,12116.728861696349,6057.6721445932599
18,0.68000000000000005,4850.0739906655317,9507.7240011356298,8713.5664154769529,7737.8697995917864,12118.75912421075,6056.9408156238369
19,0.71999999999999997,4835.546253405174,9517.8532175107212,8711.1900197871964,7747.4560174688777,12144.122682886727,6048.5570851776947
20,0.76000000000000001,4831.1872418454632,9519.8017579243678,8714.2332799981832,7728.6975365485023,12150.871707327988,6045.135749175919
21,0.80000000000000004,4847.5487263047244,9512.2027266574732,8709.8921369975942,7746.0865129303938,12135.268464084844,6052.4895998478369
22,0.83999999999999997,4833.650449605796,9520.7808431598478,8710.95319444081,7746.4152745915908,12123.544562996136,6057.7949471842949
23,0.88,4817.2168752493899,9527.817042435443,8712.4247725862151,7735.8350248536053,12162.715053764916,6040.5151224227766
24,0.92000000000000004,4825.2884642572781,9526.5805426430143,8712.2914527521425,7740.1699623685017,12174.528675191448,6030.7261452214952
25,0.95999999999999996,4808.490382938412,9532.7423640373909,8710.7901897377888,7748.1159979546983,12145.6273337733,6048.6269903066659
26,1,4808.6383674336803,9533.3254809493574,8711.2456482378038,7743.0110694652649,12155.81195062002,6043.7231705910535
27,1.04,4794.1948015335847,9537.3788926741399,8715.5570510282487,7727.7306167151,12163.955553593958,6039.6696242402213
28,1.0800000000000001,4788.7730734660563,9539.2398477208044,8710.6253043933375,7749.1699088140958,12161.854907300603,6043.3924138587081
29,1.1200000000000001,4778.1039250244603,9540.3656438278995,8710.1884270657756,7747.9501148720447,12164.361265956419,6039.6453120224423
30,1.1599999999999999,4774.459864485927,9540.4597255868921,8713.820013630213,7734.843333468838,12177.389168519803,6030.4250897135498
31,1.2,4774.461273916284,9540.3004437718901,8713.2735369323964,7734.8111170810616,12177.310893129437,6030.3297066471059
32,1.24,4758.6136243077735,9542.2403704727494,8711.9197369893809,7741.1914194316523,12178.45889297846,6026.5005136401542
33,1.28,4755.4386482316213,9541.8654388702325,8714.2845261806106,7731.5166348698731,12187.033617089186,6019.9221994572863
34,1.3200000000000001,4751.8370819299644,9542.3620876286714,8711.368825257503,7746.9034379180957,12189.380517632831,6018.3537608768038
35,1.3600000000000001,4738.2139343718491,9541.2305147462466,8710.5181338853163,7747.6658251811805,12195.3398580253,6011.2548658182968
36,1.4000000000000001,4726.9592724340373,9537.6899418593457,8714.2283163361244,7728.6912254222079,12201.745093397041,6003.4221265126544
37,1.4399999999999999,4728.2014106273564,9538.3925967246869,8711.4512052620794,7744.9786661980579,12207.028863175163,5999.2302338892714
38,1.48,4716.0388573404389,9534.12676920595,8709.3750785832544,7748.522153325207,12206.934538321178,5999.1597418657111
