"Worm Data","Position (um) of Centroid"
"Sequence","VID00143.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y","4 x","4 y","5 x","5 y","6 x","6 y"
28,1.0800000000000001,14901.049333185725,7921.6665406127895,16150.921798744024,7739.3995321499806,9920.9694164300308,7119.6774013490103,16322.382500109601,6639.026969576601,6359.5803422372474,4236.3554371000182,1987.6814904709713,1676.5903873336829
29,1.1200000000000001,14893.926303949525,7908.2708430157945,16147.713271965613,7729.8055435505321,9918.6401266495923,7121.6711732890599,16311.159740436036,6651.8262502915732,6355.3653506794708,4249.4856078845778,1977.0208686715575,1671.3644358502679
30,1.1599999999999999,14889.741858868021,7902.4143028597136,16143.525249333037,7717.7333493585047,9916.8177764072389,7125.3082770821311,16304.431089392512,6661.0614570010093,6351.9724799401256,4256.4545852877709,1977.6438520601173,1671.3222172709629
31,1.2,14886.468777123662,7897.9483949201058,16140.338530794847,7708.3458300529492,9920.3983705030823,7124.1264645687925,16303.631943915534,6664.7914541178834,6351.3019214219094,4255.5682924489411,1986.802425219051,1674.6633513897868
32,1.24,14886.386150858276,7895.9605513036649,16133.966380258125,7694.3479660947778,9925.4732423300047,7123.2267798274452,16298.036206175788,6677.7575003016045,6347.1509611802649,4274.0131792477878,1971.6453779462317,1667.4490886427157
33,1.28,14873.115550422594,7882.8721063084904,16130.893153535524,7687.520687896561,9924.9715070224065,7126.3225705068389,16294.292253079775,6684.7493067475716,6343.0607142920926,4294.0982093027578,1958.8822778749116,1663.7105386948224
34,1.3200000000000001,14865.433757614697,7875.1491951564994,16126.326252522556,7675.960383894535,9930.9344525661618,7126.2077519811301,16292.856116476283,6691.2646039178435,6342.0229782549959,4291.06656360739,1962.8244687450003,1664.0297574870474
35,1.3600000000000001,14852.511494962471,7866.0482551164787,16120.057864152399,7660.3662935392631,9929.5762667024846,7127.0924807609372,16291.147219807657,6700.1118512475741,6340.5761857040325,4295.5340810912194,1961.1525596210806,1663.2733613511882
36,1.4000000000000001,14842.469587307507,7860.9790826396729,16116.692701949985,7654.3142013344777,9934.4720463404592,7126.2588594938843,16290.243892386496,6714.2286705111828,6339.7826049231744,4305.0766646192142,1965.0035031536031,1664.0827730515139
37,1.4399999999999999,14831.567046094982,7856.7266211476835,16113.767887065476,7646.1487237688762,9935.1056992036956,7128.5471701286569,16291.858239180041,6724.2785387712447,6345.2284974560025,4338.2803834452607,1949.0293807423145,1659.3903667528957
38,1.48,14823.26814926224,7854.1256111564308,16111.005050837815,7644.3779403955468,9940.013483646946,7128.9331608488556,16294.052509653124,6733.3919271121558,6345.8056147729048,4338.9098047014131,1933.3477682248413,1656.2443387296898
39,1.52,14819.983732464838,7852.0882452336991,16107.997981241577,7636.2268214087535,9942.1277186725038,7128.2422936160301,16296.282889000915,6741.2489756198302,6350.7945443874842,4352.7776247812089,1944.9444360041648,1657.3263249675038
40,1.5600000000000001,14810.71411761817,7850.7759039156426,16101.968708202452,7617.9857007021646,9949.7722854280692,7128.1628331058046,16303.268729178997,6759.9020783711076,6370.800068176628,4373.1098848121119,1944.8255976596051,1657.5732213436622
41,1.6000000000000001,14784.562389068698,7857.9701469369156,16100.901852827823,7612.7810585948218,9955.4533138872866,7128.7020426792924,16318.166068441791,6765.4885145656099,6378.42335945372,4391.5328830265616,1959.2102915535045,1661.3646640022398
42,1.6400000000000001,14776.032987805291,7855.1089546556068,16100.120915407984,7605.323315712596,9963.3920576201508,7128.7707493592925,16313.081756337962,6773.1997135394595,6387.6227283104217,4398.0775750891726,1936.0340820192637,1656.5150046289145
43,1.6799999999999999,14769.928771681358,7857.3510294472408,16099.096671997682,7599.9495162121439,9969.7103549643962,7129.0044818632941,16316.044714029,6780.2522402933519,6397.3180098007679,4403.8963164450197,1933.9638557861754,1656.4104209776669
44,1.72,14763.381705980391,7861.5293162971948,16100.210259812393,7594.0715249901441,9977.9700047954284,7129.2727435311799,16326.245957557921,6790.0031668194788,6402.4970419959445,4405.7955349307449,1936.3900485341051,1656.41120852719
45,1.76,14755.556578023439,7869.28781932744,16101.247458820029,7585.7779506963134,9988.7754998704331,7129.8409437365572,16336.434533666066,6798.7482325040219,6403.3880076581709,4404.3355178490392,1949.103976692697,1659.512071218689
46,1.8,14749.717531737351,7879.0015571030717,16103.085988850966,7578.4582135908622,9987.3389698735373,7131.0221502712247,16348.325143260314,6806.3931875756571,6421.6224413188038,4409.6316744838641,1941.3661380298272,1657.0553421296627
47,1.8400000000000001,14746.199042801025,7885.1573987390948,16104.033640681264,7574.3329440130638,10001.991437561352,7133.5855293126051,16358.477182172828,6812.0455206911392,6449.1345208718149,4412.6759217617491,1952.1358345354793,1659.2750093013819
48,1.8800000000000001,14737.680927725003,7899.5586306150799,16110.72064869006,7561.7756434196108,10019.562866863402,7139.0532266279251,16367.36477263573,6816.7850568103804,6461.0900350919856,4412.9520826587022,1947.2963389441718,1656.5028322833878
49,1.9199999999999999,14735.012547465347,7908.2955118021446,16115.865446537868,7552.850356089094,10019.979263360676,7138.0930408019403,16386.413948968559,6824.3505769234762,6474.9514342785487,4411.2959202011962,1944.0738596713488,1655.8616565139964
50,1.96,14731.655301642799,7919.0126898494718,16118.244138798635,7549.1310546496907,10032.445669396488,7141.9560339590071,16398.719732689366,6827.774429131282,6468.1949257374235,4410.0137533967591,1946.0606807979184,1655.2578046968756
51,2,14730.150405784912,7927.8307179586536,16129.069783975468,7534.0311155846175,10037.530831482105,7143.8243310494581,16399.93154621037,6823.2935917197765,6503.3061884337721,4403.6737641448772,1928.0213941280908,1653.2166043828238
52,2.04,14729.448929766479,7935.2199101147271,16143.45589974171,7522.8117805106613,10049.11051243064,7149.5414462412409,16400.585398408552,6828.06288815074,6502.8391539465847,4403.0024831192468,1943.839005119474,1654.3445250309942
53,2.0800000000000001,14727.680225570617,7947.5048890070193,16150.287464159619,7516.3844650753836,10047.177031421654,7148.4185000427469,16396.807874098413,6826.4239439883331,6526.3526529855344,4394.6859227920231,1946.0407212978043,1653.7955389621184
54,2.1200000000000001,14725.928283661844,7955.5767881363536,16163.267206705039,7510.4085786125042,10065.591375364902,7157.6816626543168,16397.085687406568,6826.7256803448781,6528.9453627621733,4392.2327000014629,1940.9442496124793,1653.0320926873937
55,2.1600000000000001,14723.579930629512,7974.1906059263147,16165.109716211378,7511.7790092255273,10075.693988821551,7162.6295119880351,16387.37022760445,6825.8948490844396,6527.1592560746849,4393.4743088923042,1929.5600996067158,1653.28287903612
56,2.2000000000000002,14722.493692678137,7983.3418301941419,16172.210340219641,7508.4684530456161,10104.396813230178,7176.6985802339404,16384.807111186215,6824.9613188455169,6531.1510810096424,4392.0579381511343,1927.9595498127419,1652.2247132606935
57,2.2400000000000002,14721.800945887453,7988.3146834385188,16179.749528862974,7503.9949898791183,10111.78698507154,7180.7575151513447,16375.56358790818,6823.1602352613572,6534.6740327959815,4391.5514973631089,1911.5552746262547,1654.9576162221256
58,2.2800000000000002,14720.148866525056,8000.027618127504,16173.347033798174,7511.1544905135015,10118.659260974395,7183.9917001379708,16367.341010852744,6820.8953181268371,6539.7310444225732,4390.2974349235892,1908.3110010425166,1657.581946865399
59,2.3199999999999998,14714.572919353164,8028.7877501371668,16177.467329653096,7512.1965319422343,10146.056911461381,7192.112373921972,16352.320911222196,6809.1802791552982,6527.312617798696,4395.2370798467473,1898.4058086199157,1660.6783787745771
60,2.3599999999999999,14713.057687543414,8036.2387434977391,16193.654248222032,7505.2832078623114,10140.130666273435,7191.8427890986095,16348.528975679346,6805.8617058703785,6523.1058678812233,4398.287583510355,1888.379123030928,1665.0548167004636
61,2.3999999999999999,14709.277474561717,8051.1404725057437,16210.125512480538,7496.6232003644782,10157.165224529816,7195.0424518255104,16335.854425078298,6793.0624041580704,6511.1968207561413,4402.1208159796479,1891.6481363400665,1666.2301552409735
62,2.4399999999999999,14707.230706288427,8061.1888500583245,16225.401882038688,7493.4943490663118,10164.95590408695,7194.8420197170744,16327.930327684931,6788.0876679960766,6500.8770321684851,4403.6947329381446,1882.9980560399513,1669.3125394780818
63,2.48,14702.346243205464,8074.7057321703942,16234.948695517382,7492.0624133219972,10170.137244763631,7193.2400849082987,16321.960857896915,6781.3714483730582,6500.8982812621025,4404.1149610451366,1877.3873282209902,1671.5602095305403
64,2.52,14697.914361033734,8090.5952008418881,16247.29819466779,7489.3412913463981,10173.937950994816,7192.8212192411756,16322.583986795849,6783.5531793992204,6481.849195671326,4405.8927689229404,1867.2890348161643,1677.8950804252181
65,2.5600000000000001,14692.03436493886,8102.2792077054373,16253.315580490424,7488.9197506691016,10180.595748334872,7189.2937453679842,16315.699008948499,6772.5221139303649,6474.4534413093907,4405.3137995509214,1864.5214006036747,1678.2547256886373
66,2.6000000000000001,14684.253412010745,8118.6716652144623,16264.360433302698,7486.1305959492438,10179.065183818964,7187.7178062282146,16303.702598023559,6750.5087967634372,6459.0878573889931,4405.7515895624756,1856.6658869450443,1685.4351854048182
67,2.6400000000000001,14676.881214748226,8130.8633744532608,16274.69658939583,7484.0220957605125,10189.693088334689,7183.9542543573543,16304.134984715913,6749.7454181864214,6446.5119758965266,4404.0868429056391,1855.8911684329114,1686.1870636864223
68,2.6800000000000002,14671.594497510387,8140.2775486087021,16276.923708111857,7485.0059576350877,10195.831823350089,7180.0282385238334,16298.028098327868,6724.0562610064371,6434.1165551511149,4400.358009388875,1851.9771631885892,1689.4096663153086
69,2.7200000000000002,14660.448616099937,8152.9851128515274,16294.46705142809,7480.9385763395903,10201.135155417291,7175.0623005940743,16296.78042655339,6708.3754666657442,6434.5761548240935,4399.2685319879902,1847.019496277878,1695.2620244037862
70,2.7600000000000002,14650.303309345039,8159.5955329743711,16300.415605794289,7481.9419401824534,10212.437763188203,7165.9342669427297,16297.76437296063,6696.3661159706062,6432.9099262640311,4392.3492488243864,1844.7083216870287,1697.8641493679315
71,2.8000000000000003,14643.296353666887,8164.2461111300536,16313.456589789683,7478.0727694542802,10214.383750746068,7161.327657339285,16298.438829684974,6693.0425957504249,6432.8587892866299,4392.5133445114598,1829.306072119281,1712.6110055000263
72,2.8399999999999999,14636.440209805389,8168.835291267219,16324.455397399648,7475.6809361201631,10218.995457490852,7151.3050988768937,16300.979667407424,6683.1711072129137,6432.0579548002197,4395.6525265428227,1833.701682378944,1708.1367764196093
73,2.8799999999999999,14624.798619297531,8174.8943042359469,16334.190957088693,7473.4173984656718,10222.101057071022,7146.7901205475882,16305.77988401941,6671.3211818311311,6414.4684140054433,4391.1790007082236,1825.0522627886799,1719.3588861259468
74,2.9199999999999999,14616.826516080779,8177.5238053986295,16339.751283807733,7473.0559703857316,10224.458213065112,7139.5557892047518,16319.246940644172,6641.5436554490116,6397.5710491283398,4384.5560784021345,1821.1140301530424,1723.829383632974
75,2.96,14597.82656744415,8181.8332157025834,16348.627483844322,7469.8037592192832,10226.903907740791,7128.3897703730863,16322.53189480011,6639.9389747460918,6340.3261141824669,4322.3480505263569,1815.8984012394972,1732.352676467277
76,3,14589.21431883536,8182.5171561786992,16360.058079591607,7464.8745053959428,10231.431873904015,7115.8797609047006,16327.739785657161,6636.1614005048814,6360.5702392266712,4204.4017258334952,1811.7994203480521,1740.279916979769
77,3.04,14563.412974578701,8180.3067188681944,16391.283429885785,7441.4205027489661,10236.627554553383,7092.6259629673332,16346.036824213186,6617.6268723333369,6326.2590368566189,4301.7708542741711,1806.5386126503622,1751.7173311642291
78,3.0800000000000001,14551.947472278467,8174.8940360234901,16400.324542309783,7431.2910007646133,10236.978387141302,7081.1200272220158,16355.734194226321,6608.5532183442692,6324.462801337997,4301.9204475789829,1805.9699067318802,1754.0161176483834
79,3.1200000000000001,14534.410829490333,8163.3918760477518,16402.012210950823,7430.0158273845209,10236.289016212717,7075.4401623407366,16365.025577781624,6599.8702717267934,6323.2812578303365,4302.0656407224033,1803.2243566889988,1759.8040296174095
80,3.1600000000000001,14523.236280886631,8152.0908507750009,16405.554926649529,7423.6024093061296,10237.763297148356,7061.0552478900663,16373.999251730098,6592.3505995829519,6327.512455361184,4248.6586958346197,1800.9121083612422,1766.3748275289272
81,3.2000000000000002,14519.456231939055,8145.4946225270742,16417.751998114873,7398.7567258200734,10235.288200770719,7056.2113026219631,16385.919153182553,6583.3635124919947,6327.4330143914822,4248.6136047279788,1800.7682490714353,1771.9720438111872
82,3.2400000000000002,14514.306563813663,8137.4500329399762,16420.092418003103,7388.2679924277536,10237.357347780275,7043.1244919490582,16394.920646679664,6572.9637235491882,6325.7729688067466,4247.685032667835,1797.8500528697607,1778.8744162617986
83,3.2800000000000002,14510.458310215658,8125.3632275719738,16420.814901914171,7383.0567254749822,10235.319767831435,7038.6765819603261,16404.782174971362,6563.6904041590642,6325.7327688481691,4247.662940241441,1795.3633725283062,1783.3093741918929
84,3.3200000000000003,14504.505602096257,8113.513037444598,16421.642779768412,7369.5629533428873,10236.005402663295,7027.2036219749789,16410.718671675459,6559.7491900378118,6317.8596729453084,4263.8885410953417,1798.5621817783253,1775.9256280577265
85,3.3599999999999999,14505.134984865952,8114.1808059811428,16421.223890432058,7357.6607850897817,10238.215669702233,7013.3994444729688,16421.249246297521,6551.241108312659,6322.6725834238823,4244.3557729875683,1794.3138159720659,1792.9836817142786
86,3.3999999999999999,14503.581013990739,8112.8158390324297,16421.024976887384,7364.576026383912,10239.451804669214,7003.8342180927903,16433.066061624842,6541.2707852834073,6322.6109626444513,4244.3242786038782,1792.6843281055328,1798.5097278581561
87,3.4399999999999999,14514.696698397956,8126.77210696152,16419.783735015841,7356.5705443222323,10240.441962416558,6995.660574540665,16451.56002081167,6526.2395973501116,6322.5937438239371,4244.3154457853025,1794.5368708968069,1797.4772875821927
88,3.48,14510.296350948251,8119.4429101322175,16410.796768997181,7319.2604869150055,10240.076186753364,6988.6779398238377,16460.62844149776,6510.8849232014609,6342.2756925054573,4214.0906239259493,1791.9183298777652,1805.9611398602192
89,3.52,14516.280856476247,8126.9298707140251,16410.969612924328,7319.2102354343369,10241.572692571948,6979.3279335590942,16473.163571302619,6499.1891479932219,6341.3437896341493,4213.7800681535546,1791.9998528904612,1804.0284885419187
90,3.5600000000000001,14516.376426815679,8126.5373252783756,16401.726730335908,7302.159743463837,10244.252444428641,6966.3686300694635,16475.320703887315,6500.8829299881418,6329.8928598479233,4228.2807251195754,1791.3116691106634,1802.3103864183067
91,3.6000000000000001,14519.230879470884,8124.2995158787253,16391.377157593102,7285.8834170855798,10238.266832036285,6983.1720967482797,16489.24638791777,6490.5492158044344,6341.3645544254805,4214.2159633298907,1791.2930610272895,1806.8981431074171
92,3.6400000000000001,14518.581218878226,8129.0628997745025,16401.73667407388,7302.0972411584426,10245.641288647048,6948.0268922210307,16501.133912307043,6478.1780054547362,6341.4775463585447,4214.3521198217268,1790.8756377379252,1808.0457949662905
93,3.6800000000000002,14523.054127235609,8135.4021764802974,16397.091645973887,7299.1078479221251,10247.347480291606,6940.0903863894637,16501.258604169256,6478.2884307107306,6371.6115030087385,4199.0427663615765,1790.8381217150675,1807.1677240642512
94,3.7200000000000002,14522.944526323963,8133.7032360432631,16386.906510897297,7282.7748672815142,10250.601072997551,6928.0425322711963,16501.676273312056,6478.7247124935693,6370.9877392842918,4197.642638146649,1790.3751257834126,1808.0248782019789
95,3.7600000000000002,14527.664582914382,8137.6038264661156,16362.23328620869,7253.69110466444,10250.766349116482,6923.7854096921528,16522.66420170795,6451.7350066784284,6405.5618456055836,4190.5785589374755,1789.5640989435647,1808.7420553057073
96,3.8000000000000003,14551.596463020765,8153.3242338095806,16332.97754148591,7228.3612404331434,10257.783960687642,6909.6115168082642,16534.771831510898,6439.3002122194703,6323.4354013329776,4293.1019975654235,1789.9854462690673,1810.5759717404817
97,3.8399999999999999,14558.158033480042,8156.5255563247738,16317.26590086623,7216.967061527308,10255.074682456758,6909.9075405752719,16531.342104687232,6439.9881096887948,6323.3951149776485,4293.1048470663527,1790.4787025647327,1806.1857171935771
98,3.8799999999999999,14559.392306955571,8154.7733146252358,16317.246614172744,7216.9864375685647,10259.811034918774,6902.9735869296564,16542.852576375473,6427.0721779178803,6327.6762496585043,4310.7383162512388,1788.8148254873697,1808.4191557029917
99,3.9199999999999999,14559.484739369675,8154.6506820526665,16316.790368262182,7217.3889305710882,10260.61905019693,6905.0864400005357,16551.73474973048,6412.3993960339603,6340.3750456246407,4224.1181551649051,1790.9987231689699,1804.6886634106704
100,3.96,14589.856252883925,8168.2711169915901,16315.234889540941,7217.1618935677279,10261.984630990382,6904.0028603105875,16554.976251276268,6396.2750315587364,6453.8467283588398,4190.8638438770558,1791.7950461620617,1805.1494863012795
101,4,14589.933434090724,8168.0524154094237,16326.939862996453,7230.9288890415028,10261.35602213387,6903.688588818668,16560.344886539355,6379.997458804668,6470.7105778218665,4197.542370068003,1791.2820437280702,1804.1001274747814
102,4.04,14590.838543141521,8165.4695760891718,16336.659082039663,7244.1598373195566,10266.896519038562,6897.2014341760641,16562.771706108259,6363.1335555076876,6460.9227923503386,4202.4560103536478,1792.8351168012675,1805.9235547324206
103,4.0800000000000001,14607.127735514094,8169.1098010504902,16343.231875570353,7266.4820880907455,10268.288784213932,6897.3179771449804,16562.18163698036,6351.1988248788184,6476.4530657087735,4209.5228227776979,1790.5616361931425,1810.8956946124472
104,4.1200000000000001,14623.806995915795,8169.9134563815624,16338.200927934475,7262.3829810313455,10269.284048957317,6896.5922942465349,16558.46360226889,6328.440480549516,6488.9966134272508,4220.8020605311831,1789.0936918133498,1811.7482760039766
105,4.1600000000000001,14640.376804488244,8167.8062986963532,16331.749468818321,7256.8515221969683,10272.278002674841,6895.4758318664426,16559.22040524644,6334.6898818280915,6501.2037255860605,4226.2891225213234,1790.71331763423,1812.2620941108271
106,4.2000000000000002,14671.423934083896,8155.8536371084847,16329.366203064257,7253.4030725181365,10273.602495520636,6896.0479184584729,16550.706798267587,6310.1911474286217,6517.5451436351259,4237.0930962855764,1792.4268406356159,1807.4610410636069
107,4.2400000000000002,14671.462559237194,8155.9343375460194,16322.487330970527,7248.1382187049294,10276.821517686425,6895.0396358719918,16551.851001772589,6314.558589109909,6526.1283469533819,4243.9102350513404,1788.6019760152369,1814.3513988100549
108,4.2800000000000002,14673.431103746463,8156.1407148874696,16316.489165390396,7241.7504622158103,10280.413654720483,6891.2168404943368,16541.894634924582,6300.8193126816295,6536.3121526018649,4252.3249127787121,1788.1437015567315,1816.8058202516113
109,4.3200000000000003,14687.865114608858,8147.8095562252183,16311.764170346181,7233.9223632896301,10289.229132937857,6887.3730115891685,16533.701620794705,6291.4673376499577,6543.535838601274,4256.5220489348194,1786.2639337301935,1820.3710290419422
110,4.3600000000000003,14687.898109997517,8147.8666871760015,16307.112190518696,7226.5035080016405,10286.697250220372,6889.7873419880889,16507.157366540567,6270.8304812455208,6558.560995686471,4264.6653088813182,1787.5292568573259,1818.1322325986021
111,4.4000000000000004,14673.447804153508,8156.203319113285,16301.03890360028,7208.6308689464622,10289.673588929383,6889.3294414887278,16493.057199090144,6260.2123140819022,6573.9414184083662,4274.9146356433057,1784.6010593326814,1822.9395446780491
112,4.4400000000000004,14688.170385203426,8148.4988913904408,16301.562415544708,7216.4239889088458,10291.110191620135,6890.0534968475731,16482.140732439846,6258.594310528284,6587.3999895343341,4279.7023887194064,1784.6910315655073,1826.0998078270513
113,4.4800000000000004,14688.224227611969,8148.6021702750986,16296.390984008181,7204.725886039063,10292.768963581442,6890.210354402413,16474.824519705817,6255.7602566911119,6594.8996847755388,4280.8948559514347,1782.8778135380635,1825.2945697011492
114,4.5200000000000005,14689.225603434266,8150.5160100573603,16290.963670688287,7178.7649952309494,10282.751217329278,6897.013318649756,16459.143188836031,6250.2979036156867,6614.8177478346543,4284.7620783202437,1777.5124069665549,1833.2264754002954
115,4.5600000000000005,14704.043810734247,8135.9426015515182,16291.411891269932,7170.4082295871194,10298.24234061276,6889.4706426397534,16450.314826625527,6248.1813271926594,6615.8767254908907,4283.6959477817882,1771.6929052778935,1841.0802484535798
116,4.6000000000000005,14678.351345142055,8154.8700139066787,16289.937298194913,7156.1072779957331,10303.469229766535,6888.0373323933945,16439.711412619083,6243.2452685670505,6622.2338878073369,4283.0615999911597,1765.348023198118,1847.2862361484385
117,4.6399999999999997,14679.256448685046,8155.2630980588083,16289.643703837268,7152.5360322465422,10335.453816792275,6880.5368862045943,16430.567982571385,6240.8844941768166,6629.4178265334076,4285.0577010957559,1759.2208248346792,1851.9036682391506
118,4.6799999999999997,14694.742648884689,8147.1088145469284,16290.802914941085,7143.1304695803774,10340.771223602751,6881.0800589735863,16419.168847367331,6234.7100333696271,6642.6750362619559,4285.5831943870189,1756.5413160892283,1850.5367885846481
119,4.7199999999999998,14726.075307277584,8108.7314736112585,16292.692423429346,7134.0275256145396,10335.452738982198,6884.0704419710246,16406.094730292891,6228.5876890588088,6649.249115357632,4287.3646250646034,1750.4116721318753,1857.6134774546426
120,4.7599999999999998,14734.517087054332,8076.2055142319514,16296.633653718032,7125.692512114143,10342.942384875381,6883.1785176118283,16400.103316884695,6227.0704042711241,6671.5519606927583,4290.3507691967015,1747.8202187500317,1856.7022723937516
