"Worm Data","Position (um) of Centroid"
"Sequence","VID00127.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y","4 x","4 y"
1,0,11316.913850893045,7663.7875398044807,3962.5340719649898,6601.9525285280797,4410.1374364235653,3716.5680244688128,12773.137184418929,3220.656676167855
2,0.040000000000000001,11340.865983030395,7674.0323760456613,3958.2285760332556,6601.0416697399141,4408.1057916586678,3702.1098841549347,12772.063197559106,3240.3953484440754
3,0.080000000000000002,11355.995572061649,7682.8057982403188,3948.9798164891267,6598.004337148901,4405.5911541828391,3682.0160213426052,12771.666250612032,3251.2856126847837
4,0.12,11365.915806033954,7691.1222723433766,3938.7880267002852,6594.0770414526523,4403.3319212087144,3670.9873413163714,12773.535374758187,3264.9291366484176
5,0.16,11377.063387445876,7700.9414921821062,3931.9641781453679,6589.6650978419293,4396.760654911237,3647.7346545853161,12778.589623666991,3278.5294081249294
6,0.20000000000000001,11387.289336965403,7708.8406748555126,3924.6993215255493,6587.1385975571511,4393.1390205904927,3638.570109729395,12782.136618047858,3289.1874758480562
7,0.23999999999999999,11398.286348109688,7719.4562726893791,3916.4250856304043,6578.8440680424283,4386.5252793399386,3620.6923187522098,12787.298969703805,3305.1299885592753
8,0.28000000000000003,11403.754169464555,7726.658104897042,3913.9946638790343,6574.2034777800909,4376.476551739579,3602.3258008422017,12793.375039854151,3311.8638217303578
9,0.32000000000000001,11417.216624670493,7739.7080010740883,3907.7626012982064,6569.1764633108724,4367.1897384687272,3589.2219766689568,12801.247590007773,3325.8533304502571
10,0.35999999999999999,11420.018905650666,7744.5755297304659,3905.2105544737369,6564.2684768499266,4366.0078018814929,3588.8861566135802,12809.781258298555,3337.4192657806771
11,0.40000000000000002,11443.723374952011,7766.3299378980037,3903.2852257153841,6559.8949181222997,4354.9909673266184,3574.0933529407903,12808.716968297369,3332.0864048873918
12,0.44,11457.042717566963,7779.788419413575,3899.724059708567,6553.4277164818486,4350.5246953706392,3571.4057636495836,12821.704722498906,3347.5752909316261
