"Worm Data","Position (um) of Centroid"
"Sequence","VID00233.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y"
1,0,15017.14776949503,7399.6664971330829,6215.4152662428396,5112.564887848248
2,0.040000000000000001,15007.659973067428,7399.6048165318571,6213.4235699122919,5104.5611724048522
3,0.080000000000000002,14997.478278866167,7401.187506014212,6214.3518120055951,5096.126437016509
4,0.12,14993.438907886828,7400.4907207342385,6213.9495909171619,5089.6291871326839
5,0.16,14983.032226398116,7400.4204738245808,6214.2549747271314,5082.4707027328077
6,0.20000000000000001,14977.0303337858,7399.8175599253118,6214.4251242682885,5076.6389064106761
7,0.23999999999999999,14972.553171452197,7399.2185762485951,6214.6921808630059,5068.052153576652
8,0.28000000000000003,14965.406917413331,7397.9828780475464,6214.1587046120239,5063.5346831948555
9,0.32000000000000001,14961.959530430273,7398.2338496713592,6212.7054730026857,5058.5608264443008
10,0.35999999999999999,14953.109888587938,7396.3071158767561,6213.1718097211478,5050.9357283177987
11,0.40000000000000002,14947.20126828333,7395.1006029251075,6214.6218906212835,5040.7140817450709
12,0.44,14942.991540620036,7393.800375119401,6214.2018129053813,5038.0591298859681
13,0.47999999999999998,14933.178071045046,7390.2312447000077,6215.4346975341787,5029.4257750129491
14,0.52000000000000002,14930.440129555252,7388.6588264698321,6215.4128466180082,5023.7001735825224
15,0.56000000000000005,14923.269996441561,7385.3738878758522,6214.7679803680167,5023.0215120360235
16,0.59999999999999998,14917.622726676746,7381.580628212072,6215.0365015554607,5014.085919937128
17,0.64000000000000001,14915.0379558452,7379.4891136921833,6214.8627112599697,5009.8309304511185
18,0.68000000000000005,14908.235276942662,7375.5124207403987,6214.3988808269132,5004.4332748291581
19,0.71999999999999997,14899.587721374646,7369.550915552556,6213.8107770818051,4993.634633104969
20,0.76000000000000001,14891.924779221143,7362.4104864968649,6213.4606876095941,4990.0229001099069
21,0.80000000000000004,14886.807533234316,7357.4126002866869,6212.2324394725965,4983.0794121867448
22,0.83999999999999997,14878.049073224392,7348.0831092925146,6211.8090552186331,4982.4770235190517
23,0.88,14875.5411918958,7344.2790717962262,6209.5664292923593,4969.265527734442
24,0.92000000000000004,14867.512353295882,7335.6007685343429,6210.1636180838432,4973.1813681731155
25,0.95999999999999996,14864.717785860645,7330.033595897934,6203.6325441882454,4938.4920511067148
26,1,14860.363498239896,7323.8859948872114,6201.5773347185959,4928.0061471672552
27,1.04,14855.110163396253,7316.8086218880371,6192.0456543587252,4907.8976352032296
28,1.0800000000000001,14855.481349111989,7317.5177212487279,6188.7358672731834,4904.9877352773719
29,1.1200000000000001,14844.661705989352,7304.4588208002551,6185.2346593147131,4900.3382811646552
30,1.1599999999999999,14846.241680598561,7306.8474606042819,6181.4264083433054,4896.0393614953873
31,1.2,14825.553816753627,7280.5421576965473,6171.9094184896594,4885.1615970607654
32,1.24,14826.13666610612,7283.0363074461566,6167.6711676861378,4884.0335057511202
33,1.28,14830.791717457609,7288.6420532923885,6155.6293507684986,4874.9124243888946
34,1.3200000000000001,14823.934112898947,7281.2349442064406,6143.6958146281322,4867.571002541531
35,1.3600000000000001,14821.458032061042,7279.9169423737339,6135.8279458637844,4865.6590059651098
36,1.4000000000000001,14818.365769248596,7276.5654158634388,6109.4765631469236,4856.6928862959467
37,1.4399999999999999,14811.183912584973,7267.3330913536502,6108.3382019179116,4856.9153483165337
38,1.48,14805.701364637483,7262.5152558351065,6098.0038654366153,4856.9745426173758
39,1.52,14795.01836134473,7253.5549968216028,6081.3942410998543,4855.7514205881507
40,1.5600000000000001,14788.304171777956,7250.1342330380739,6084.0321192497968,4856.229126782232
41,1.6000000000000001,14777.604834003334,7243.895242875391,6072.7947627187605,4860.0059422329414
42,1.6400000000000001,14777.885767812881,7246.5961308298492,6053.5498654306712,4860.9952251708
43,1.6799999999999999,14776.499483512711,7245.8727195184219,6059.1455328096681,4865.4855672492886
44,1.72,14755.805787557745,7241.0219741037727,6022.4612332109491,4869.3487582081134
45,1.76,14744.291401722017,7240.8988902635811,6033.0000808486675,4871.9765680613582
46,1.8,14736.517271638622,7241.6065243245876,6026.2629777618868,4875.0283290947218
47,1.8400000000000001,14726.056302155037,7243.0353294672423,6007.6647567848413,4875.6741615641349
48,1.8800000000000001,14716.044595654264,7244.1406283470924,6001.5872024751652,4877.0503412347516
49,1.9199999999999999,14706.39701238017,7246.3110225187002,5993.929990855876,4878.6513993631106
50,1.96,14698.819628783327,7249.1505309385502,5983.9232542397112,4879.2186209477859
51,2,14697.698243004881,7250.9152548454931,5974.586431695654,4878.7003524948868
52,2.04,14684.458720960267,7255.5830994050102,5969.4639672082831,4877.5979580236162
53,2.0800000000000001,14673.696625122227,7261.1348790560887,5963.6650565726932,4877.4057996834999
54,2.1200000000000001,14669.241714225611,7265.5698739558729,5957.8207015291782,4875.3430774040644
55,2.1600000000000001,14659.762666199902,7271.7541720536474,5949.8196578942989,4873.3900054025398
56,2.2000000000000002,14657.863171583396,7273.3639835264639,5944.7885586092643,4871.7866261807267
57,2.2400000000000002,14654.846426408745,7276.3886449013335,5933.8464341798335,4866.8452771062721
58,2.2800000000000002,14647.873968724431,7281.4189396392767,5929.7937907908781,4864.8331620355075
59,2.3199999999999998,14645.369795974115,7284.3342799163438,5923.7576347525737,4860.6020522801309
60,2.3599999999999999,14625.157437275298,7295.7895721780824,5920.1534459104596,4858.1176751323828
61,2.3999999999999999,14609.899310497723,7303.2786657895776,5910.8860159902806,4851.1095272344
62,2.4399999999999999,14593.70319022711,7314.2484424027516,5898.6813958918274,4836.9743267046078
63,2.48,14591.894055935631,7316.7985424654998,5892.9739601302617,4830.1353523307434
64,2.52,14578.710455654518,7322.3543006478358,5888.5734253139808,4822.4816278968246
65,2.5600000000000001,14575.235320052592,7325.7579506912853,5883.9551604155913,4812.4980797020689
66,2.6000000000000001,14564.48116099248,7330.5415902820887,5880.0957277039734,4806.1199400469914
67,2.6400000000000001,14557.435193598201,7330.7477393733307,5876.8307203294144,4798.1931262648886
68,2.6800000000000002,14584.292848013833,7325.8339467190754,5872.8029346042213,4788.2727680453845
69,2.7200000000000002,14545.945818588001,7335.195461041626,5871.272867229145,4781.6326880429297
70,2.7600000000000002,14542.163713254309,7337.4007480340642,5866.7557917241784,4771.103759642866
71,2.8000000000000003,14542.512137778385,7339.672252103639,5866.0872985552478,4763.958576857709
72,2.8399999999999999,14524.418644561018,7339.7602302563155,5864.5417523628494,4758.1390033731968
73,2.8799999999999999,14517.999158739407,7340.6118662928438,5863.5276757213842,4752.0735343544438
74,2.9199999999999999,14510.223608787002,7341.6799135520077,5860.9704343233243,4738.9291648752387
75,2.96,14509.851607421964,7340.8215234450035,5858.8416513629945,4736.5558089479455
76,3,14497.662111878455,7339.8986020637058,5856.082873026945,4728.09719576934
77,3.04,14495.427159709623,7340.8941781460471,5853.1801680124809,4717.9780367769154
78,3.0800000000000001,14487.557567775248,7340.1524465826042,5851.3646077996345,4714.1098008194149
79,3.1200000000000001,14474.965877335615,7337.3321848713749,5849.7658169332281,4709.352969442818
80,3.1600000000000001,14462.328750770432,7332.656660836732,5842.7054115252959,4689.1245111636472
81,3.2000000000000002,14462.423780018749,7332.4652416850513,5839.3294417331517,4680.0286334103967
82,3.2400000000000002,14446.719330818609,7324.3349889160891,5835.4019027564282,4673.7492304175166
83,3.2800000000000002,14447.13888227188,7323.1008601815556,5836.2574716907111,4674.6383711197086
84,3.3200000000000003,14445.485803033107,7322.1568158039681,5833.795534627543,4668.7891803597367
