"Worm Data","Position (um) of Centroid"
"Sequence","VID00167.AVI"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y","4 x","4 y"
1,0,12559.301156984817,9451.3723223731795,7415.5374678035187,8124.8398011662375,8083.0539306450582,6148.9382840348453,16404.743034650473,3983.7961617631836
2,0.040000000000000001,12556.553848347939,9440.1194392821017,7397.8625479542043,8122.9632457761809,8084.9142112005138,6153.0950326230941,16426.503434291928,3996.2537699960412
3,0.080000000000000002,12559.183480922171,9429.2701894348247,7385.2199575770328,8123.0846556755296,8084.8542572381775,6156.8298999397912,16423.942722234409,3993.6420384670791
4,0.12,12562.166141530015,9425.7800718383587,7383.495070759348,8126.8859194750949,8088.3149802555436,6160.9017276614941,16428.072645965771,3995.8301801235611
5,0.16,12566.054701203215,9421.0858382248043,7374.8774377439504,8127.0963876183368,8089.5869620164058,6163.5926939493747,16443.192170692309,4004.1616825275087
6,0.20000000000000001,12568.025119916314,9407.5272058842638,7365.2458241007298,8125.7413668957888,8091.6741153188077,6168.4590021210515,16449.548752314997,4008.7469191847913
7,0.23999999999999999,12570.377445027538,9402.6628404674575,7362.0975412475645,8127.801956001239,8092.7683144910452,6170.5565845630226,16456.33672627878,4013.1941651581628
8,0.28000000000000003,12574.208784344313,9397.0511889272639,7349.5644886693017,8132.7481830899342,8084.8880492647058,6145.4046239305317,16463.596162645092,4017.4895423806302
9,0.32000000000000001,12577.721118067613,9397.934517571297,7345.0614290118565,8135.6839159357078,8094.8895224466769,6172.4025121863851,16467.270717200088,4019.685804875995
10,0.35999999999999999,12579.547065972351,9389.0221160209567,7344.0349184010756,8137.1606541736164,8094.7319259496189,6172.3787232869354,16477.496930884274,4030.4334446339035
11,0.40000000000000002,12581.699527279563,9383.9302310625771,7339.9089306817013,8140.5796333421458,8085.3358221056778,6140.5167234413311,16480.228256462597,4034.2699570013547
