id,track,speed
LD_N2_BL21,1,239.73064659008645
LD_N2_BL21,1,197.88054263648806
LD_N2_BL21,1,244.4311312692311
LD_N2_BL21,1,206.55945601797058
LD_N2_BL21,1,171.4090675787586
LD_N2_BL21,1,198.24029676076415
LD_N2_BL21,1,133.06640246702693
LD_N2_BL21,1,98.96538425919296
LD_N2_BL21,1,118.86828924481635
LD_N2_BL21,1,114.66158574070278
LD_N2_BL21,1,88.5587626609333
LD_N2_BL21,1,95.29136854122706
LD_N2_BL21,2,148.04373940759461
LD_N2_BL21,2,124.72868549835093
LD_N2_BL21,2,122.46976464465573
LD_N2_BL21,2,123.00834416195751
LD_N2_BL21,2,114.42418990777603
LD_N2_BL21,2,123.30830884144316
LD_N2_BL21,2,117.07016617965988
LD_N2_BL21,2,84.28469467925675
LD_N2_BL21,2,96.24247819384848
LD_N2_BL21,2,95.7435575780012
LD_N2_BL21,2,102.39271887972328
LD_N2_BL21,3,226.9134466716369
LD_N2_BL21,3,206.4684135493788
LD_N2_BL21,3,143.18159220741228
LD_N2_BL21,3,174.73463479198878
LD_N2_BL21,3,109.27877878941618
LD_N2_BL21,3,145.6524715651219
LD_N2_BL21,3,150.40229071354506
LD_N2_BL21,3,115.82563870270901
LD_N2_BL21,3,104.18530602283427
LD_N2_BL21,3,122.79849594647654
LD_N2_BL21,3,75.35613151170182
LD_N2_BL21,4,158.36370627119814
LD_N2_BL21,4,193.5745965583164
LD_N2_BL21,4,189.53781691355303
LD_N2_BL21,4,139.51670733499978
LD_N2_BL21,4,175.98665531857864
LD_N2_BL21,4,175.6334667413761
LD_N2_BL21,4,180.36203757655744
LD_N2_BL21,4,148.61123539893916
LD_N2_BL21,4,156.99270417502532
LD_N2_BL21,4,101.77465112981187
LD_N2_BL21,4,174.33831420537825
LD_N2_BL21,5,216.92140138891955
LD_N2_BL21,5,243.69503036262978
LD_N2_BL21,5,198.58626267509663
LD_N2_BL21,5,248.29585553551982
LD_N2_BL21,6,181.0824059710387
LD_N2_BL21,6,241.23623442623338
LD_N2_BL21,6,192.18752097416314
LD_N2_BL21,6,172.99808506336234
LD_N2_BL21,6,183.63240914185712
LD_N2_BL21,6,186.34122144928233
LD_N2_BL21,6,182.16418220055942
LD_N2_BL21,6,181.72122725054226
LD_N2_BL21,6,104.63511712556297
LD_N2_BL21,6,128.1383748355516
LD_N2_BL21,6,125.20577662292517
LD_N2_BL21,7,205.462113995544
LD_N2_BL21,7,211.48246573629595
LD_N2_BL21,7,164.81587345262847
LD_N2_BL21,8,76.27656895096268
LD_N2_BL21,8,134.11276431438696
LD_N2_BL21,8,163.29798296214773
LD_N2_BL21,8,157.8004679171242
LD_N2_BL21,8,122.50031323075511
LD_N2_BL21,8,88.60484211669493
LD_N2_BL21,8,118.15778908719578
LD_N2_BL21,8,66.57259722627322
LD_N2_BL21,8,98.13670775607783
LD_N2_BL21,8,61.730075242466306
LD_N2_BL21,8,77.16135155197239
LD_N2_BL21,9,182.22664810513916
LD_N2_BL21,10,121.29669220280398
LD_N2_BL21,10,121.65917729858748
LD_N2_BL21,10,58.60358612008857
LD_N2_BL21,10,80.71905566150258
LD_N2_BL21,10,85.68216409147824
LD_N2_BL21,10,44.96451852187908
LD_N2_BL21,10,91.11172909787281
LD_N2_BL21,10,43.123512085422064
LD_N2_BL21,10,61.36506787767153
LD_N2_BL21,10,42.716735241373556
LD_N2_BL21,10,78.21089614581759
LD_N2_BL21,11,110.1943762555049
LD_N2_BL21,11,111.42724939262163
LD_N2_BL21,11,119.02093038222715
LD_N2_BL21,11,82.28572531144434
LD_N2_BL21,11,142.36424781173747
LD_N2_BL21,11,111.03265515596414
LD_N2_BL21,11,81.44313080928326
LD_N2_BL21,11,111.36556942472737
LD_N2_BL21,11,167.79829421222843
LD_N2_BL21,11,87.22499947678862
LD_N2_BL21,11,102.55326334383581
LD_N2_BL21,12,87.65158267304591
LD_N2_BL21,12,113.4737685834748
LD_N2_BL21,12,81.99670738504719
LD_N2_BL21,12,89.13794863180756
LD_N2_BL21,13,85.35645089679204
LD_N2_BL21,13,120.75707685719335
LD_N2_BL21,13,101.41913125921694
LD_N2_BL21,13,84.70002190347604
LD_N2_BL21,13,67.0154028286101
LD_N2_BL21,13,72.4054862356404
LD_N2_BL21,14,129.47435346968675
LD_N2_BL21,14,161.69785367427167
LD_N2_BL21,14,194.51039178438296
LD_N2_BL21,14,150.88337996962915
LD_N2_BL21,14,180.8902218373346
LD_N2_BL21,14,177.37706314878247
LD_N2_BL21,14,180.58564024229509
LD_N2_BL21,14,194.97742634245236
LD_N2_BL21,14,183.49395230599754
LD_N2_BL21,14,196.9203407700359
LD_N2_BL21,14,177.36617574189222
LD_N2_BL21,15,80.07575024404238
LD_N2_BL21,15,116.87918863938926
LD_N2_BL21,15,138.17731567568012
LD_N2_BL21,15,150.6931053616822
LD_N2_BL21,15,167.32910910332527
LD_N2_BL21,15,170.27989164778955
LD_N2_BL21,15,159.49699918699287
LD_N2_BL21,15,152.64209619849413
LD_N2_BL21,15,184.91010368448352
LD_N2_BL21,15,196.06426853325334
LD_N2_BL21,15,188.4978191820422
LD_N2_BL21,16,135.60277436805433
LD_N2_BL21,16,119.84050049295418
LD_N2_BL21,16,87.0229961918022
LD_N2_BL21,16,107.33059978597524
LD_N2_BL21,17,222.17409572158095
LD_N2_BL21,17,184.9576650833557
LD_N2_BL21,17,178.3514223124395
LD_N2_BL21,17,187.35550528521495
LD_N2_BL21,17,240.07945874154706
LD_N2_NGM,2,290.2145687229521
LD_N2_NGM,2,262.76281523013904
LD_N2_NGM,2,321.66834358598305
LD_N2_NGM,2,316.13629220487354
LD_N2_NGM,2,322.7692974022137
LD_N2_NGM,2,205.52870397124116
LD_N2_NGM,3,224.40354160032615
LD_N2_NGM,3,248.7945515046963
LD_N2_NGM,3,275.1096127525232
LD_N2_NGM,3,249.83453521293376
LD_N2_NGM,4,292.1059754462242
LD_N2_NGM,4,320.9789916062997
LD_N2_NGM,4,278.63146674967777
LD_N2_NGM,4,254.06115561491637
LD_N2_NGM,4,298.5375582530472
LD_N2_NGM,4,298.0992977775297
LD_N2_NGM,4,291.04632267092694
LD_N2_NGM,4,309.33459260388565
LD_N2_NGM,4,303.57391203385293
LD_N2_NGM,4,292.5271299356631
LD_N2_NGM,4,291.47486794084915
LD_N2_NGM,5,322.08083095870245
LD_N2_NGM,5,330.7662187635291
LD_N2_NGM,5,254.0790637937339
LD_N2_NGM,5,305.64308555704395
