"Worm Data","Position (um) of Centroid"
"Sequence","VID00096.AVI"

,,"Track"
"Frame","Time","1 x","1 y"
1,0,9049.8010774144714,6529.8158395548617
2,0.040000000000000001,9040.6072319653649,6534.5741553707276
3,0.080000000000000002,9032.6770533933432,6539.8603092946641
4,0.12,9025.4460424601239,6542.2860167584822
5,0.16,9018.0429278612046,6544.4206534768437
6,0.20000000000000001,9018.3762169079819,6542.5979598691047
7,0.23999999999999999,9008.3183948007645,6547.1431706975
8,0.28000000000000003,9004.9963891608841,6546.5067579729402
9,0.32000000000000001,8989.4724450827616,6546.4075443846159
10,0.35999999999999999,8989.929207049554,6545.2625492104107
11,0.40000000000000002,8977.8241004153224,6541.6087726994756
12,0.44,8970.2305315488011,6542.4379349627889
13,0.47999999999999998,8960.1404440594106,6536.1994202182123
14,0.52000000000000002,8958.6172884260559,6537.0066055509114
15,0.56000000000000005,8961.1382418732501,6537.0825423357219
16,0.59999999999999998,8949.5470638742863,6536.535093921877
17,0.64000000000000001,8943.8275696625151,6531.6830418044883
18,0.68000000000000005,8940.8595431064459,6527.0721392682008
19,0.71999999999999997,8938.0841935962526,6523.3111725232411
20,0.76000000000000001,8932.9516814410235,6518.9793973328206
21,0.80000000000000004,8923.8978120595129,6513.0969817908808
22,0.83999999999999997,8921.680002511006,6508.9625859949701
23,0.88,8916.6498654708448,6504.93438466117
24,0.92000000000000004,8912.7572396024498,6497.7495347397635
25,0.95999999999999996,8912.724575578748,6496.093679543621
26,1,8900.0785500930851,6480.4484230248454
27,1.04,8900.5177815560455,6480.5701232377205
28,1.0800000000000001,8897.6275316987867,6475.079961712845
29,1.1200000000000001,8897.3611921401989,6473.9065752733859
30,1.1599999999999999,8890.1843686535904,6468.1529920691701
31,1.2,8897.108766395655,6477.8515498570841
32,1.24,8889.8560298122102,6467.9820728729737
33,1.28,8880.0263919941863,6456.8050135250396
34,1.3200000000000001,8887.4663116045103,6464.7683035499476
35,1.3600000000000001,8888.5189238804342,6461.2118612052709
36,1.4000000000000001,8885.7222005298972,6460.2229514954433
37,1.4399999999999999,8888.5956995316847,6460.807950987426
38,1.48,8878.6351706044843,6452.6876528237999
39,1.52,8875.5121327359357,6449.5941298774014
40,1.5600000000000001,8872.091307644936,6445.0376518148096
41,1.6000000000000001,8876.6212238387161,6448.7499150652775
42,1.6400000000000001,8862.139697625109,6438.8900989660387
43,1.6799999999999999,8861.1048710604282,6436.0807684891279
44,1.72,8860.6866246295813,6435.8798086059651
45,1.76,8852.46178570745,6430.354013606433
46,1.8,8862.5653830594783,6436.3815248676674
47,1.8400000000000001,8848.7986324348276,6428.685221113954
48,1.8800000000000001,8843.2991388263854,6425.339649517633
49,1.9199999999999999,8837.2764147833841,6422.8365395784913
50,1.96,8823.884205288341,6419.1697986089584
51,2,8820.2602971398755,6417.332827484558
52,2.04,8833.1831498142201,6423.1806038942796
53,2.0800000000000001,8821.1485212086991,6418.6374433680166
54,2.1200000000000001,8823.778251575337,6419.8706468850223
55,2.1600000000000001,8810.3360550822254,6414.9699798837146
56,2.2000000000000002,8803.2085208236767,6417.1862933498778
57,2.2400000000000002,8800.0099637475469,6416.3521002306006
58,2.2800000000000002,8794.5181327652153,6417.1228774899437
59,2.3199999999999998,8791.5955388544571,6416.8753191344349
60,2.3599999999999999,8792.1228348384848,6418.366643116573
61,2.3999999999999999,8785.5129367171812,6419.3846428794568
62,2.4399999999999999,8782.8601962888424,6419.2944490324699
63,2.48,8789.5787196679557,6419.5511648553647
64,2.52,8790.0118559990569,6418.5227042180395
65,2.5600000000000001,8785.7258936798371,6420.4132902236361
66,2.6000000000000001,8779.6506662611664,6422.3991218168976
67,2.6400000000000001,8767.8497747305028,6423.0441698299292
68,2.6800000000000002,8779.5978697814517,6421.3817512492751
69,2.7200000000000002,8756.7446202839092,6430.5237819676277
70,2.7600000000000002,8756.69790416869,6430.4566845826812
71,2.8000000000000003,8745.550479265552,6439.4284067601457
72,2.8399999999999999,8754.4159000823311,6432.0442342638016
73,2.8799999999999999,8749.6134945762569,6434.9385011535051
74,2.9199999999999999,8733.2900808888644,6449.3409219215482
75,2.96,8730.186605192559,6452.1557211223208
76,3,8731.7996225893803,6452.7012992538221
77,3.04,8732.1416092890158,6453.4494635375559
78,3.0800000000000001,8732.5909642004317,6454.5010580119124
79,3.1200000000000001,8731.6613467936259,6454.1645197804892
80,3.1600000000000001,8722.062063310419,6467.6150277071374
81,3.2000000000000002,8727.3195748100188,6459.1509921770248
82,3.2400000000000002,8719.3676651997939,6467.2763221341847
83,3.2800000000000002,8720.7222201582754,6470.1677324750181
84,3.3200000000000003,8718.94749359454,6470.9501726527806
85,3.3599999999999999,8713.9697306291109,6476.529297256714
86,3.3999999999999999,8718.0457989874758,6473.7207816323516
87,3.4399999999999999,8716.5871542961086,6473.1582495025632
88,3.48,8717.7382791989203,6472.604481720422
89,3.52,8717.9125753538719,6473.1649692348919
90,3.5600000000000001,8717.2359479339302,6472.7597148287114
91,3.6000000000000001,8714.1468444314451,6475.8699825656386
92,3.6400000000000001,8711.3983279387157,6479.2528939242275
93,3.6800000000000002,8713.4216102853079,6476.0563478561817
94,3.7200000000000002,8713.706804491072,6475.810179803977
95,3.7600000000000002,8708.6692560193333,6483.0872723063694
96,3.8000000000000003,8716.5336424552952,6475.0966321893466
97,3.8399999999999999,8714.8057012318823,6474.9935710646132
98,3.8799999999999999,8712.1387377575084,6478.8304396274998
99,3.9199999999999999,8709.7794136962475,6480.9769514164827
100,3.96,8708.1235382411342,6483.1883248114973
