id,track,speed
DA_N2_OP50,1,307.0644837355095
DA_N2_OP50,1,190.80157501912123
DA_N2_OP50,1,163.69083933045462
DA_N2_OP50,1,149.62662758024297
DA_N2_OP50,1,183.0026581574921
DA_N2_OP50,1,185.0895139750921
DA_N2_OP50,1,138.96391138319052
DA_N2_OP50,1,144.2574946222011
DA_N2_OP50,1,96.4977697023951
DA_N2_OP50,1,120.24870185272457
DA_N2_OP50,1,162.79128115112127
DA_N2_OP50,2,302.88233010567535
DA_N2_OP50,3,96.5482959816517
DA_N2_OP50,3,73.2599891995855
DA_N2_OP50,3,64.09114986190123
DA_N2_OP50,3,103.16433284110528
DA_N2_OP50,3,107.62924766212791
DA_N2_OP50,3,75.51731819081114
DA_N2_OP50,3,65.4257794528565
DA_N2_OP50,3,87.38509989772382
DA_N2_OP50,3,56.45824648990824
DA_N2_OP50,3,49.79417741906189
DA_N2_OP50,3,81.96715085554533
DA_N2_OP50,4,152.65040946452447
DA_N2_OP50,5,242.37428414637043
DA_N2_OP50,5,265.0124891947188
DA_N2_OP50,7,195.91008778457518
DA_N2_OP50,7,123.99033467450174
DA_N2_OP50,7,137.35620056836132
DA_N2_OP50,7,114.35413833036304
DA_N2_OP50,7,123.6096813020027
DA_N2_OP50,7,92.41888807927263
DA_N2_OP50,7,103.54132682243142
DA_N2_OP50,7,84.34833808362517
DA_N2_OP50,7,184.07565250819812
DA_N2_OP50,7,74.35756168154583
DA_N2_OP50,7,75.95507340398304
DA_N2_OP50,7,106.51967318880679
DA_N2_OP50,8,219.0427122505552
DA_N2_OP50,9,139.4357220589864
DA_N2_OP50,9,128.17571285501862
DA_N2_OP50,9,119.86913286148317
DA_N2_OP50,9,177.71071067562707
DA_N2_OP50,9,128.1870245244786
DA_N2_OP50,9,136.9676786652212
DA_N2_OP50,9,115.55905991428772
DA_N2_OP50,9,105.98445152622071
DA_N2_OP50,9,152.4909457288341
DA_N2_OP50,10,132.74611351244405
DA_N2_OP50,10,139.54339688599916
DA_N2_OP50,10,136.78381168132307
DA_N2_OP50,10,126.08719327950837
DA_N2_OP50,10,83.3867333041608
DA_N2_OP50,10,94.61850419212686
DA_N2_OP50,10,127.01705005640349
DA_N2_OP50,10,100.45019496346582
DA_N2_OP50,10,85.55573501258195
DA_N2_OP50,10,124.50539121946638
DA_N2_OP50,10,134.88100951867523
DA_N2_OP50,11,125.34503806557716
DA_N2_OP50,11,147.4738108136287
DA_N2_OP50,11,84.03125536448519
DA_N2_OP50,11,108.74069159478154
DA_N2_OP50,11,139.5584077788083
DA_N2_OP50,11,170.3916261007897
DA_N2_OP50,11,147.19696300651495
DA_N2_OP50,11,190.29861406415498
DA_N2_OP50,11,180.82000629673303
DA_N2_OP50,11,147.9523350369853
DA_N2_OP50,11,176.72792001712665
DA_N2_OP50,12,48.646550149014054
DA_N2_OP50,12,95.36204495067715
DA_N2_OP50,12,119.89660248962744
DA_N2_OP50,12,95.96897433492981
DA_N2_OP50,12,74.96986317061885
DA_N2_OP50,12,57.484901585225145
DA_N2_OP50,12,57.75772773115525
DA_N2_OP50,12,99.04055291426184
