"Worm Data","Position (um) of Centroid"
"Sequence","VID00171.AVI"

,,"Track"
"Frame","Time","1 x","1 y"
1,0,8316.7103453819964,5420.6178407974139
2,0.040000000000000001,8309.2205803999022,5420.7141105608825
3,0.080000000000000002,8300.7430372903236,5420.3257393087988
4,0.12,8294.8910060136495,5419.2648018903092
5,0.16,8287.8588013762819,5418.2736463590763
6,0.20000000000000001,8280.7848643202542,5416.91927936506
7,0.23999999999999999,8276.5121956430648,5415.5806736626773
8,0.28000000000000003,8274.5283209463068,5415.0504979752459
9,0.32000000000000001,8261.514542290488,5411.2542524895298
10,0.35999999999999999,8260.5425313966007,5411.0290382491003
11,0.40000000000000002,8253.8962471951545,5408.4845449473714
12,0.44,8252.4195668879347,5407.2587764106329
13,0.47999999999999998,8242.5319422012326,5404.3801658975408
14,0.52000000000000002,8237.5775878010882,5401.4008073766763
15,0.56000000000000005,8232.2335060925161,5398.9907702078999
16,0.59999999999999998,8231.8295606731481,5398.8760451974431
17,0.64000000000000001,8222.2746367629134,5395.7142509780233
18,0.68000000000000005,8214.3041441156856,5392.1606788484514
19,0.71999999999999997,8210.9736624079833,5390.6307243446636
20,0.76000000000000001,8202.4465016459671,5387.5318657017597
21,0.80000000000000004,8207.7070101643912,5389.9482587700968
22,0.83999999999999997,8204.8829504261175,5388.6947940476284
23,0.88,8185.9040928332597,5379.7608615108174
24,0.92000000000000004,8191.4828340329577,5383.8124650719428
25,0.95999999999999996,8174.3554569343851,5376.6956627884283
26,1,8166.3364498730834,5373.4577389071719
27,1.04,8170.5609148867652,5375.0573151518738
28,1.0800000000000001,8146.2307800587851,5368.9423381753859
29,1.1200000000000001,8140.9323832327718,5367.8627316751845
30,1.1599999999999999,8154.758118155286,5371.8718149609485
31,1.2,8148.0199373523592,5369.1976021949786
32,1.24,8141.8629395576991,5368.4120326224593
33,1.28,8136.5422264054541,5366.5136652883248
34,1.3200000000000001,8131.7981009446239,5365.3156428342818
35,1.3600000000000001,8129.2605461041612,5365.3297811646526
36,1.4000000000000001,8120.9643794577651,5363.8374123224921
37,1.4399999999999999,8115.7306412900261,5363.6666360695235
38,1.48,8113.3593977366045,5362.9923956447819
39,1.52,8107.5030664255673,5362.9875794289119
40,1.5600000000000001,8105.9941792171221,5363.6979056813452
41,1.6000000000000001,8097.4831783760028,5362.5649323026801
42,1.6400000000000001,8093.1033709661342,5363.0983309722724
43,1.6799999999999999,8083.9498614647146,5362.7094878469306
44,1.72,8079.2835992258078,5364.0122589866196
45,1.76,8076.4561274308517,5364.327704146438
46,1.8,8071.133234702249,5365.3172759304798
47,1.8400000000000001,8067.4262191997386,5365.5060858051611
48,1.8800000000000001,8063.3940713564225,5366.72162726846
49,1.9199999999999999,8061.5904012194223,5367.1850893982801
50,1.96,8058.5300214671479,5367.4117558502403
51,2,8055.4637912173375,5368.4150442076971
52,2.04,8049.1258357607849,5369.7712690632543
